accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_003599145.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9642; g__SURF-58; s__SURF-58 sp003599145	True	False
GCA_003648985.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__B54-G15; g__B54-G15; s__B54-G15 sp003648985	True	False
GCA_003650545.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__B72-G16; g__B72-G16; s__B72-G16 sp003650545	True	False
GCA_003650585.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__B29-G15; g__B29-G15; s__B29-G15 sp003650585	True	False
GCA_003694385.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA525; g__UBA153; s__UBA153 sp003694385	True	False
GCA_003694525.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__ARS49; g__J152; s__J152 sp003694525	True	False
GCA_003694805.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__J110; g__J110; s__J110 sp003694805	True	False
GCA_003695045.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__J091; g__J091; s__J091 sp003695045	True	False
GCA_003695265.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__J072; g__J072; s__J072 sp003695265	True	False
GCA_003695435.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA11576; g__J101; s__J101 sp003695435	True	False
GCA_005222965.1	Candidatus Woesearchaeota archaeon B3_Woes	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__B3-WOES; g__B3-WOES; s__B3-WOES sp005222965	True	False
GCA_007116295.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__21-14-0-10-32-9; g__SKIS01; s__SKIS01 sp007116295	True	False
GCA_007116645.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SKIA01; g__SKIA01; s__SKIA01 sp007116645	True	False
GCA_007116795.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SKIA01; g__SKIA01; s__SKIA01 sp007128245	False	False
GCA_007117065.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SKIA01; g__SKIA01; s__SKIA01 sp007117065	True	False
GCA_007117145.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__21-14-0-10-32-9; g__SKIS01; s__SKIS01 sp007117145	True	False
GCA_007117405.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA583; g__UBA583; s__UBA583 sp007117405	True	False
GCA_007117735.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SKGA01; g__SKGA01; s__SKGA01 sp007117735	True	False
GCA_007117755.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__21-14-0-10-32-9; g__SKIS01; s__SKIS01 sp007117755	True	False
GCA_007128245.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SKIA01; g__SKIA01; s__SKIA01 sp007128245	True	False
GCA_007131205.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__21-14-0-10-32-9; g__PWWA01; s__PWWA01 sp007131205	True	False
GCA_011045925.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA119; g__DSBS01; s__DSBS01 sp011045925	True	False
GCA_011329125.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9642; g__UBA9642; s__UBA9642 sp011329125	True	False
GCA_011331795.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__ARS49; g__DSQK01; s__DSQK01 sp011331795	True	False
GCA_011368255.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__DSVV01; g__DSVV01; s__DSVV01 sp011368255	True	False
GCA_011372335.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SM23-78; g__SM23-78; s__SM23-78 sp011372335	True	False
GCA_013152815.1	DPANN group archaeon	d__Archaea; p__; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__JAADFO01; g__JAADFO01; s__JAADFO01 sp013152815	True	False
GCA_013202845.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GCA-2686295; g__GCA-2686295; s__GCA-2686295 sp013202845	True	False
GCA_013202955.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__JABMPP01; g__JABMPP01; s__JABMPP01 sp013202955	True	False
GCA_013203345.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA11576; g__JABMQF01; s__JABMQF01 sp013203345	True	False
GCA_013204355.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__1-14-0-10-32-24; s__1-14-0-10-32-24 sp013204355	True	False
GCA_013215525.1	Nanoarchaeales archaeon	d__Archaea; p__Nanoarchaeota; c__; o__Nanoarchaeales; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA583; g__UBA583; s__UBA583 sp013215525	True	False
GCA_013328975.1	Candidatus Woesearchaeota archaeon	d__Archaea; p__Candidatus Woesearchaeota; c__; o__; f__; g__; s__	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__UBA9642; g__UBA9642; s__UBA9642 sp12459u	False	False
