accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_016722295.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__UBA3362; s__UBA3362 sp016722295	True	False
GCA_016763635.1	Aureispira sp.	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__Aureispira; s__	Undefined (Failed Quality Check)	False	False
GCA_016787185.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__UBA3362; s__UBA3362 sp016713905	False	False
GCA_016787285.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp016787285	True	False
GCA_016787325.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_016787345.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp016787345	True	False
GCA_016787375.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JAEUUM01; s__JAEUUM01 sp016787375	True	False
GCA_016787415.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp016787415	True	False
GCA_016787465.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp016787465	True	False
GCA_016787505.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JABWBR01; s__JABWBR01 sp016787505	True	False
GCA_016787525.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JAAFJT01; s__JAAFJT01 sp016787525	True	False
GCA_016787545.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp016787545	True	False
GCA_016787575.1	Saprospiraceae bacterium	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__UBA3362; s__UBA3362 sp016787575	True	False
GCA_017303475.1	Chitinophagales bacterium	d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp017303475	True	False
GCA_017303875.1	Chitinophagales bacterium	d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp017303875	True	False
