bin.153,2.965966,1.518773,0.013715,0.021023,0.81913,0.467842,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__,f__,g__,s__,
bin.48,0.211043,0.015025,0,0.125021,0.954812,0.009015,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__UBA1407,f__PUNB01,g__,s__,
bin.62,6.123316,2.992554,0.009656,0.2248125,6.671833,2.427143,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfohalobiaceae,g__,s__,1
bin.247,0.314146,3.143362,0.569772,1.1713835,2.517605,5.863946,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__SLSQ01,s__,1
bin.93,0.0445,0.058297,0.001339,0.979842,0.769251,0.004275,d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__SLMS01,f__SLMS01,g__,s__,1
bin.21,0.018865,0.001371,0,2.040607,0.00096,0,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__,g__,s__,
bin.29,0.017432,0.043935,0.000322,0.087696,2.081017,0.00017,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__CSSed11-243R1,f__CSSed11-243R1,g__,s__,
bin.252,1.15984,0.184753,0.038749,0.010495,7.739629,0.50871,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__PWNQ01,g__PWNQ01,s__,1
bin.193,1.404445,0.003474,0.035819,0.014187,0.312634,0.190159,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__,g__,s__,1
bin.112,2.316268,0.421794,0.003029,0.044923,0.052622,4.875756,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfococcaceae,g__,s__,1
bin.78,1.011869,0.039988,0.029861,0.009028,0.352687,0.001582,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__UBA1407,f__YB12-FULL-65-16,g__,s__,1
bin.179,0.441769,0.129497,0,0,0,0.36169,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Geitlerinemaceae,g__,s__,
bin.50,0.284801,0.038366,0.553571,0.218349,0.096316,0.126225,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp013112225,
bin.122,0.067309,0.561086,0.004953,0.151746,0.907979,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalophaeraceae,g__,s__,
bin.110,0.233258,0.399173,0.002172,1.753794,3.609928,0.021087,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__SM23-32,f__SM23-32,g__,s__,1
bin.117,0.031035,1.835516,1.1728,0.017056,0.182798,0.634767,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__,s__,1
bin.210,0,0.370803,0.519208,0,0,0.344844,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__REEL01,g__,s__,
bin.61,0.038162,0.303584,0.001878,0.468435,1.692053,0.002252,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Paceibacterales,f__DG-74-3,g__,s__,
bin.66,0.357767,0.023783,0.006322,0.009845,1.794793,0.10503,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__UBA2268,g__,s__,1
bin.73,0.5280665,1.529759,0.002138,0.065048,3.61534,0.002797,d__Bacteria,p__Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__,g__,s__,1
bin.268,0.343793,4.979632,0.014057,0.013902,0.80944,0.019311,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__,
bin.263,0,0.008599,1.078311,0,0,0.366812,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__,g__,s__,
bin.86,0.122949,0.071436,0,1.613783,0.776831,0.000352,d__Bacteria,p__Bipolaricaulota,c__Bipolaricaulia,o__,f__,g__,s__,
bin.76,0.068187,0.094558,10.86714,0.000654,0.010692,1.74938,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__,s__,1
bin.169,0.210152,1.260379,0,0.012129,0.018628,0.556925,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Verruco-01,g__CK1056,s__,1
bin.285,0.038995,0.005163,1.409853,0.012262,0.015885,4.009169,d__Bacteria,p__Myxococcota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,f__XYA12-FULL-58-9,g__,s__,1
