accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_001564055.1	Rhodothermaceae bacterium Tc-Br11_B2g6_7	d__Bacteria; p__Bacteroidetes; c__; o__Bacteroidetes Order II. Incertae sedis; f__Rhodothermaceae; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Tc-Br11-B2g6-7; s__Tc-Br11-B2g6-7 sp001564055	True	False
GCA_002292885.1	Salinibacter ruber	d__Bacteria; p__Bacteroidetes; c__; o__Bacteroidetes Order II. Incertae sedis; f__Rhodothermaceae; g__Salinibacter; s__Salinibacter ruber	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinibacter; s__Salinibacter ruber	False	False
GCA_002894685.1	Salinivenus lutea	d__Bacteria; p__Rhodothermaeota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinivenus; s__Salinivenus lutea	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinibacter; s__Salinibacter luteus	True	False
GCA_003022435.1	Bacteroidetes bacterium SW_9_63_38	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinibacter; s__Salinibacter sp003022435	True	False
GCA_003022485.1	Bacteroidetes bacterium QS_8_68_28	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__QS-8-64-10; s__QS-8-64-10 sp003022485	True	False
GCA_003022505.1	Bacteroidetes bacterium QS_8_64_10	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__PXTQ01; s__PXTQ01 sp003022505	True	False
GCA_003022535.1	Bacteroidetes bacterium QS_9_68_14	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__QS-8-64-10; s__QS-8-64-10 sp003022535	True	False
GCA_003022565.1	Bacteroidetes bacterium QS_3_64_15	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinibacter; s__Salinibacter sp003022565	True	False
GCA_003022585.1	Bacteroidetes bacterium QS_7_67_15	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__QS-8-64-10; s__QS-8-64-10 sp003023275	False	False
GCA_003022655.1	Bacteroidetes bacterium QH_1_64_81	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__Salinibacter; s__Salinibacter sp003022655	True	False
GCA_003022975.1	Bacteroidetes bacterium QH_8_67_23	d__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Salinibacteraceae; g__QS-8-64-10; s__QS-8-64-10 sp003023275	False	False
