accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_001508155.1	Acetothermia bacterium 64_32	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__64-32; s__64-32 sp001508155	True	False
GCA_001778455.1	Candidatus Fraserbacteria bacterium RBG_16_55_9	d__Bacteria; p__Candidatus Fraserbacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__RBG-16-55-9; f__RBG-16-55-9; g__RBG-16-55-9; s__RBG-16-55-9 sp001778455	True	False
GCA_002010355.1	Candidatus Acetothermia bacterium JdFR-49	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3571; s__UBA3571 sp002011425	False	False
GCA_002010365.1	Candidatus Acetothermia bacterium JdFR-50	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3571; s__UBA3571 sp002010365	True	False
GCA_002010385.1	Candidatus Acetothermia bacterium JdFR-52	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3571; s__UBA3571 sp002375995	False	False
GCA_002011415.1	Candidatus Acetothermia bacterium JdFR-47	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__JdFR-47; s__JdFR-47 sp002011415	True	False
GCA_002011425.1	Candidatus Acetothermia bacterium JdFR-48	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3571; s__UBA3571 sp002011425	True	False
GCA_002011435.1	Candidatus Acetothermia bacterium JdFR-51	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3571; s__UBA3571 sp002375995	False	False
GCA_002328705.1	Acetothermia bacterium UBA2187	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__Bipolaricaulis; s__Bipolaricaulis anaerobius	False	False
GCA_002375935.1	Acetothermia bacterium UBA3574	d__Bacteria; p__Candidatus Bipolaricaulota; c__; o__; f__; g__; s__	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales; f__Bipolaricaulaceae; g__UBA3574; s__UBA3574 sp002375935	True	False
