accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_018433885.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__UBA5456; s__UBA5456 sp018433885	True	False
GCA_018435645.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__UBA5456; s__UBA5456 sp018433885	False	False
GCA_018436225.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Syntrophosphaera; s__Syntrophosphaera thermopropionivorans	False	False
GCA_018436565.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Syntrophosphaera; s__Syntrophosphaera thermopropionivorans	False	False
GCA_018645365.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__TCS61; s__TCS61 sp018645365	True	False
GCA_018652415.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__JABIME01; s__JABIME01 sp018654125	False	False
GCA_018654125.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__JABIME01; s__JABIME01 sp018654125	True	False
GCA_018658275.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__JABIME01; s__JABIME01 sp018654125	False	False
GCA_018669435.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__TCS61; s__TCS61 sp018645365	False	False
GCA_018693745.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__TCS61; g__TCS61; s__TCS61 sp018645365	False	False
GCA_019136475.1	Candidatus Cloacimonetes bacterium	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__; s__	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Syntrophosphaera; s__Syntrophosphaera sp002070045	False	False
GCF_000146065.2	Candidatus Cloacimonas acidaminovorans str. Evry	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__Candidatus Cloacimonas; s__Candidatus Cloacimonas acidaminovorans	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Cloacimonas; s__Cloacimonas acidaminovorans	True	False
GCF_004353895.1	Candidatus Syntrophosphaera thermopropionivorans	d__Bacteria; p__Candidatus Cloacimonetes; c__; o__; f__; g__Candidatus Syntrophosphaera; s__Candidatus Syntrophosphaera thermopropionivorans	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Syntrophosphaera; s__Syntrophosphaera thermopropionivorans	True	False
