accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_003551985.1	Desulfobacteraceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp003551985	True	False
GCA_003560855.1	Desulfobacteraceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp007127175	False	False
GCA_003597945.1	Desulfobacteraceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__SURF-33; s__SURF-33 sp003597945	True	False
GCA_003599335.1	Candidatus Parcubacteria bacterium	d__Bacteria; p__Candidatus Parcubacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__SURF-38; f__SURF-38; g__SURF-38; s__SURF-38 sp003599335	True	False
GCA_003599755.1	Candidatus Parcubacteria bacterium	d__Bacteria; p__Candidatus Parcubacteria; c__; o__; f__; g__; s__	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Sungbacterales; f__SURF-37; g__SURF-37; s__SURF-37 sp003599755	True	False
GCA_003599885.1	Desulfobacteraceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__SURF-3; s__SURF-3 sp003599885	True	False
GCA_007118435.1	Desulfobacterales bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp007127175	False	False
GCA_007127175.1	Desulfobacterales bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp007127175	True	False
GCA_007131845.1	Desulfobacteraceae bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp007131845	True	False
GCA_007134875.1	Desulfobacterales bacterium	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__; g__; s__	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-3; g__B1SED10-16; s__B1SED10-16 sp007134875	True	False
