accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_003550685.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003553695	False	False
GCA_003551145.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003554505	False	False
GCA_003551155.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003551155	True	False
GCA_003553105.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira thiodismutans	False	False
GCA_003553695.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003553695	True	False
GCA_003554505.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003554505	True	False
GCA_003556265.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003553695	False	False
GCA_003557865.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp003557865	True	False
GCA_003558575.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp003558575	True	False
GCA_003561395.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp007125075	False	False
GCA_003563255.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003563255	True	False
GCA_003564275.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003553695	False	False
GCA_003565675.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003554505	False	False
GCA_003566065.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp007125075	False	False
GCA_003566455.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp003566455	True	False
GCA_003568265.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp003563255	False	False
GCA_003838035.1	Desulfonatronospira sp. MSAO_Bac3	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira thiodismutans	False	False
GCA_007118625.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp007125075	False	False
GCA_007121655.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp007121655	True	False
GCA_007125075.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp007125075	True	False
GCA_007126755.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp007121655	False	False
GCA_007127015.1	Desulfonatronospira sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira sp007127015	True	False
GCA_007133425.1	Desulfonatronovibrio sp.	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio sp003557865	False	False
GCF_000174435.1	Desulfonatronospira thiodismutans ASO3-1	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronospira; s__Desulfonatronospira thiodismutans	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronospira; s__Desulfonatronospira thiodismutans	True	True
GCF_000686525.1	Desulfonatronovibrio hydrogenovorans DSM 9292	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio hydrogenovorans	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio hydrogenovorans	True	True
GCF_000934755.1	Desulfonatronovibrio magnus	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio magnus	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronovibrionaceae; g__Desulfonatronovibrio; s__Desulfonatronovibrio magnus	True	True
