accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_000438015.1	Coraliomargarita sp. CAG:312	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__Coraliomargarita; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__CAG-312; g__Merdousia; s__Merdousia sp000438015	True	False
GCA_002170475.2	Coraliomargarita sp. TMED73	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__Coraliomargarita; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__Coraliomargarita; s__Coraliomargarita sp002469895	False	False
GCA_002172255.1	Puniceicoccaceae bacterium TMED149	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002388665.1	Opitutae bacterium UBA4506	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__; f__; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Puniceicoccus; s__Puniceicoccus sp002388665	True	False
GCA_002456915.1	Puniceicoccaceae bacterium MED-G31	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__GCA-2699365; s__GCA-2699365 sp002699365	False	False
GCA_002457235.1	Puniceicoccaceae bacterium MED-G32	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__GCA-2690565; s__GCA-2690565 sp002457235	True	False
GCA_002457635.1	Puniceicoccaceae bacterium MED-G30	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__Coraliomargarita; s__Coraliomargarita sp002469895	False	False
GCA_002689065.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002690565.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__GCA-2690565; s__GCA-2690565 sp002457235	False	False
GCA_002699365.1	Coraliomargarita sp.	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__Coraliomargarita; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__GCA-2699365; s__GCA-2699365 sp002699365	True	False
GCA_002703145.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002704415.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002704545.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002717975.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_002722335.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__MB11C04; g__MB11C04; s__MB11C04 sp002364975	False	False
GCA_002729725.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__UBA7441; s__UBA7441 sp002729725	True	False
GCA_003226295.1	Candidatus Moanabacter tarae	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__Candidatus Moanabacter; s__Candidatus Moanabacter tarae	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA2987; g__Moanabacter; s__Moanabacter tarae	True	False
GCA_003331195.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__UBA7441; s__UBA7441 sp003331195	True	False
GCA_003331455.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_003558025.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Verruco-01; g__SLLG01; s__SLLG01 sp007123395	False	False
GCA_003559255.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	Undefined (Failed Quality Check)	False	False
GCA_003560715.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Verruco-01; g__SLNJ01; s__SLNJ01 sp007133065	False	False
GCA_003566795.1	Puniceicoccaceae bacterium	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales; f__Puniceicoccaceae; g__; s__	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__DSM-45221; g__WN38; s__WN38 sp003566795	True	False
