OTU	Elos07	Classification
Otu26274	3768	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;;;;;
Otu26275	3084	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paragordonae;;;;
Otu26276	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Eiauvirus;;;;;
Otu26277	549	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. AN-B15;;;;
Otu26278	4	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Chlorovirus;Paramecium bursaria Chlorella virus A1;;;;
Otu26279	1932	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstiella;Fuerstiella marisgermanici;;;;
Otu26280	282	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;unclassified Rhizobium;Rhizobium sp. NIBRBAC000502774;;;
Otu26281	27	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella noatunensis;Francisella noatunensis subsp. noatunensis;Francisella noatunensis subsp. noatunensis FSC774;;;
Otu26282	1393	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium group;Chromobacterium;unclassified Chromobacterium;Chromobacterium sp. Rain0013;;;
Otu26283	340	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella;Shewanella sp. Scap07;;;;
Otu26284	2	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;unclassified Alphabaculovirus;Adoxophyes orana nucleopolyhedrovirus;;;;;;
Otu26285	351	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Kroppenstedtia;Kroppenstedtia pulmonis;;;;
Otu26286	3269	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum;Methylorubrum populi;Methylorubrum populi BJ001;;;;
Otu26287	387	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium butyricum;;;;
Otu26288	314	Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;Halobacteriovorax;Halobacteriovorax marinus;;;;;
Otu26289	49	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mycoides group;Mycoplasma mycoides;;;
Otu26290	14	Archaea;TACK group;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus marinus;Staphylothermus marinus F1;;;
Otu26291	65	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;unclassified Ehrlichia;Ehrlichia sp. HF;;;;
Otu26292	18	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia marcescens;Serratia marcescens subsp. marcescens ATCC 13880;;;;
Otu26293	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tevenvirinae;Schizotequatrovirus;unclassified Schizotequatrovirus;Vibrio phage VH7D;;
Otu26294	1020	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas lacunae;;;
Otu26295	2752	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Nibribacter;Nibribacter ruber;;;
Otu26296	179	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Heyndrickxia;Heyndrickxia oleronia;;;;
Otu26297	1348	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter ishigakiensis;;;;;
Otu26298	4	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter;;;;;
Otu26299	4409	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;unclassified Microbulbifer;Microbulbifer sp. YPW1;;;;
Otu26300	5487	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudolysobacter;Pseudolysobacter antarcticus;;;;;
Otu26301	216	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Kaistella;Kaistella jeonii;;
Otu26302	1261	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;Aquitalea denitrificans;;;;;
Otu26303	23599	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium diazoefficiens;;;;;
Otu26304	247	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio;Succinivibrio dextrinosolvens;;;;;
Otu26305	72	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus delbrueckii;Lactobacillus delbrueckii subsp. jakobsenii;Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046;;
Otu26306	11074	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Ancylobacter;Ancylobacter pratisalsi;;;;;
Otu26307	4015	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga oryzae;;;
Otu26308	27	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Aphis glycines);;;;
Otu26309	140	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;;;;;;
Otu26310	165	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium catenulatum;Bifidobacterium catenulatum subsp. kashiwanohense;;;
Otu26311	143	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas fluorescens;Pseudomonas fluorescens BBc6R8;;;
Otu26312	586	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter ginsenosidivorans;;;
Otu26313	385	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfobacterium;unclassified Thermodesulfobacterium;Thermodesulfobacterium sp. TA1;;;;
Otu26314	393339	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halolamina;unclassified Halolamina;Halolamina sp. CBA1230;;;
Otu26315	3201	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;unclassified Mycolicibacterium;Mycolicibacterium sp. LJ126;;;
Otu26316	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Peduovirinae;Playavirus;Salinivibrio virus SMHB1;Salinivibrio phage SMHB1;;
Otu26317	87	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium;Caldimicrobium thiodismutans;;;;;
Otu26318	245	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. LBUM 1475;;;
Otu26319	4238	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Anaeromyxobacteraceae;Anaeromyxobacter;unclassified Anaeromyxobacter;Anaeromyxobacter sp. K;;
Otu26320	1	Bacteria;Elusimicrobia;;;;;;;;;;
Otu26321	3054	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum hiltneri;Herbaspirillum hiltneri N3;;;;
Otu26322	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;unclassified Korravirus;Arthrobacter phage Litotes;;;
Otu26323	6	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. DNB-S2;;;;
Otu26324	456	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Thermoanaerosceptrum;Thermoanaerosceptrum fracticalcis;;;;
Otu26325	277	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Celerinatantimonadaceae;Celerinatantimonas;Celerinatantimonas diazotrophica;;;;;
Otu26326	79	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei;;;;
Otu26327	1	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;;;;;;
Otu26328	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;unclassified Aggregatibacter;;;;;
Otu26329	3	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;unclassified Gramella;;;
Otu26330	24	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;unclassified Paenibacillus;Paenibacillus sp. S02;;;
Otu26331	5397	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;unclassified Rhizobium;Rhizobium sp. BG4;;;
Otu26332	4199	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium group;Chromobacterium;Chromobacterium violaceum;;;;
Otu26333	2337	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;unclassified Acidovorax;Acidovorax sp. 1608163;;;;
Otu26334	1	Viruses;Riboviria;unclassified Riboviria;unclassified ssRNA viruses;unclassified ssRNA positive-strand viruses;Goutanap virus;;;;;;;
Otu26335	315	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violaceoruber;;;;
Otu26336	1704	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella michiganensis;;;;
Otu26337	34	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Brevilactibacter;;;;;
Otu26338	15	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Ascoviridae;Toursvirus;Diadromus pulchellus toursvirus;Diadromus pulchellus ascovirus 4a;;;
Otu26339	118	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica;Shewanella baltica OS185;;;;
Otu26340	43	Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia abortus;;;
Otu26341	793	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. DR48;;;;
Otu26342	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bellamyvirus;Synechococcus virus Bellamy;Synechococcus phage Bellamy;;;
Otu26343	1	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica;Shewanella baltica OS183;;;;
Otu26344	399	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia;Stenotrophomonas maltophilia R551-3;;;
Otu26345	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium virus Nepal;;;;
Otu26346	45	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;;;;;;
Otu26347	55	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei;Lacticaseibacillus paracasei subsp. tolerans;;;
Otu26348	11	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Schitoviridae;Migulavirinae;Litunavirus;;;;
Otu26349	9575	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella;Dyella thiooxydans;;;;;
Otu26350	6732	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium lablabi;;;;;
Otu26351	300	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella;Shewanella sp. KX20019;;;;
Otu26352	69860	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;;;;;
Otu26353	37	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor owensensis;Caldicellulosiruptor owensensis OL;;;
Otu26354	6	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus;;;;;
Otu26355	25	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfobacterium;;;;;;
Otu26356	87	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus iheyensis;Oceanobacillus iheyensis HTE831;;;
Otu26357	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli PMV-1;;;;
Otu26358	271	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium intracellulare;Mycobacterium intracellulare subsp. yongonense;;
Otu26359	594	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium macginleyi;;;;
Otu26360	5563	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas resinovorans;Pseudomonas resinovorans NBRC 106553;;;
Otu26361	5396	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hominis;;;;
Otu26362	26	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. JS425;;;;
Otu26363	117	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;Paenisporosarcina antarctica;;;;
Otu26364	7164	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter lycopersici;;;;;
Otu26365	1	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes;Listeria monocytogenes L312;;;
Otu26366	39	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hyointestinalis;Campylobacter hyointestinalis subsp. lawsonii;Campylobacter hyointestinalis subsp. lawsonii CCUG 27631;;
Otu26367	49	Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;unclassified Deinococcus;;;;
Otu26368	26	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;unclassified Arquatrovirinae;Streptomyces phage Celia;;;
Otu26369	4	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Anatum;Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735;;
Otu26370	196	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;unclassified Marinomonas;Marinomonas sp. CT5;;;;
Otu26371	412	Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;unclassified Atopobium;Atopobium sp. oral taxon 416;;;
Otu26372	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;Streptomyces virus ELB20;Streptomyces phage phiELB20;;
Otu26373	621	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas lipolytica;;;;;
Otu26374	146	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus necropolis;;;;
Otu26375	13	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;unclassified Arsenophonus;;;;;
Otu26376	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Chivirus;Salmonella virus 35;Salmonella phage 35;;;
Otu26377	2857	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;;;;;;
Otu26378	45	Bacteria;Terrabacteria group;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix rhusiopathiae;;;;
Otu26379	19	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Djakarta;Salmonella enterica subsp. enterica serovar Djakarta str. S-1087;;
Otu26380	4	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus;Sulfolobus islandicus HVE10/4;;;
Otu26381	14	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Omegavirus;Mycobacterium virus Thibault;Mycobacterium phage Thibault;;;
Otu26382	4048	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;unclassified Microbacterium;Microbacterium sp. NY27;;;
Otu26383	166	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. RS9902;;;
Otu26384	17	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus pabuli;;;;
Otu26385	128	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri group;Xanthomonas citri;Xanthomonas citri pv. mangiferaeindicae;;;
Otu26386	1149	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;unclassified Sphingopyxis;Sphingopyxis sp. MG;;;;
Otu26387	569	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Kaistella;Kaistella antarctica;;
Otu26388	24819	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis;;;;;
Otu26389	4525	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Sinomonas;Sinomonas atrocyanea;;;;
Otu26390	563	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;Methylophaga frappieri;;;;;
Otu26391	1	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori oki128;;;
Otu26392	245	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;;;
Otu26393	129	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium maltaromaticum;;;;
Otu26394	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Schitoviridae;Humphriesvirinae;Ithacavirus;;;;
Otu26395	108	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida;Pseudomonas putida BIRD-1;;;
Otu26396	17	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma cloacale;;;;
Otu26397	3836	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces chromofuscus;;;;
Otu26398	4	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Ascoviridae;Ascovirus;Spodoptera frugiperda ascovirus 1a;;;;
Otu26399	1155	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Labrenzia;unclassified Labrenzia;Labrenzia sp. THAF35;;;;
Otu26400	1660	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp. LCT2;;;;
Otu26401	33	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter oxydans;Gluconobacter oxydans H24;;;;
Otu26402	31124	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;unclassified Haloarcula;Haloarcula sp. CBA1115;;;
Otu26403	2253	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces slackii;;;;
Otu26404	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fairfaxidumvirus;Gordonia virus Fairfaxidum;Gordonia phage Fairfaxidum;;;
Otu26405	4	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Gammabaculovirus;Neodiprion lecontei nucleopolyhedrovirus;;;;;;;
Otu26406	98	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Kumao;;;;
Otu26407	1	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae;Alphatectivirus;Pseudomonas virus PRD1;Enterobacteria phage PRD1;;;
Otu26408	4325	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas media;;;;;
Otu26409	5554	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Crenobacter;Crenobacter cavernae;;;;;
Otu26410	400	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;unclassified Agrobacterium;Agrobacterium sp. CGMCC 11546;;;
Otu26411	3493	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea dispersa;;;;;
Otu26412	181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Abidjanvirus;Pseudomonas virus PaMx11;Pseudomonas phage PaMx11;;;
Otu26413	318	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas monsensis;;;;;
Otu26414	1090	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccalis;;;
Otu26415	5186	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia group;Massilia;unclassified Massilia;Massilia sp. NR 4-1;;;
Otu26416	17	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter fetus;Campylobacter fetus subsp. testudinum;;;
Otu26417	306	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. LimPoW16;;;;
Otu26418	385	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. PVA_94-07;;;
Otu26419	51	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus;Paucilactobacillus nenjiangensis;;;;
Otu26420	13024	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thalassobius;Thalassobius gelatinovorus;;;;;
Otu26421	3	Archaea;TACK group;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;unclassified Sulfolobus;Sulfolobus sp. E11-6;;;
Otu26422	25	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa;Microcystis aeruginosa NIES-2549;;
Otu26423	36398	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Halopiger;Halopiger xanaduensis;Halopiger xanaduensis SH-6;;;
Otu26424	11	Archaea;TACK group;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus amylolyticus;Desulfurococcus amylolyticus DSM 16532;;;
Otu26425	28	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;unclassified Microbacterium;Microbacterium sp. Se63.02b;;;
Otu26426	1835	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium;Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1;;;;
