OTU	Elos03	Classification
Otu39522	131	Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Microgenomates group incertae sedis;Candidatus Chazhemtobacteraceae;Candidatus Chazhemtobacterium;Candidatus Chazhemtobacterium aquaticus;;;
Otu39523	394	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae;;;;;
Otu39524	872	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;unclassified Scytonema;Scytonema sp. NIES-4073;;;
Otu39525	4244	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus sagamiharensis;;;;
Otu39526	203	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;unclassified Paraglaciecola;Paraglaciecola sp. L3A3;;;;
Otu39527	763	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum faulkneri;;;;;
Otu39528	31	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyorhinis;;;;
Otu39529	40	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus animalis;;;;
Otu39530	142	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. 10FS3-1;;;;
Otu39531	991	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans DSM 11109;;;
Otu39532	1812	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aquisediminimonas;Aquisediminimonas profunda;;;;;
Otu39533	1	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;unclassified Alphabaculovirus;Condylorrhiza vestigialis MNPV;;;;;;
Otu39534	519	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia;unclassified Leclercia;Leclercia sp. 4-9-1-25;;;;
Otu39535	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Nymbaxtervirinae;Baxtervirus;Gordonia virus BaxterFox;Gordonia phage BaxterFox;;
Otu39536	21	Archaea;TACK group;Thaumarchaeota;;;;;;;;;
Otu39537	3534	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Sinorhizobium;Sinorhizobium fredii group;Sinorhizobium fredii;Sinorhizobium fredii NGR234;;
Otu39538	10490	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Indioceanicola;Indioceanicola profundi;;;;;
Otu39539	388	Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus;Mariprofundus ferrinatatus;;;;;
Otu39540	1868	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter tropicus;;;
Otu39541	56	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Schlechtendalia chinensis);;;;
Otu39542	857	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;unclassified Chryseobacterium;;
Otu39543	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Chaseviridae;Nefertitivirinae;Yushanvirus;Shewanella virus Spp001;Shewanella phage Spp001;;
Otu39544	80	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pettenkoferi;;;;
Otu39545	1092	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium seoulense;;;;
Otu39546	108	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus mucosae;;;;
Otu39547	1	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Ovine mastadenovirus C;Ovine adenovirus 8;;;
Otu39548	2528	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. zg-536;;;
Otu39549	80	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Alcaligenes ammonioxydans;;;;;
Otu39550	90	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas perforans;;;;;
Otu39551	263	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;;;;
Otu39552	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Onchocerca volvulus;Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon;;
Otu39553	41	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;unclassified Arthrobacter;Arthrobacter sp. TES;;;
Otu39554	20568	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;;;;;;;
Otu39555	364	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina loihiensis;;;;;
Otu39556	10	Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;;;;;;
Otu39557	24	Archaea;TACK group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;Candidatus Nitrosocosmicus franklandus;;;;
Otu39558	1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa;Pseudomonas aeruginosa NCGM2.S1;;;
Otu39559	7684	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Rhodothermus;Rhodothermus marinus;Rhodothermus marinus DSM 4252;;;
Otu39560	97	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri group;Xanthomonas citri;Xanthomonas citri pv. punicae;;;
Otu39561	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Ackermannviridae;Taipeivirus;;;;;
Otu39562	21	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma parvum;Mycoplasma parvum str. Indiana;;;
Otu39563	57	Archaea;TACK group;Crenarchaeota;Thermoprotei;Thermofilales;Thermofilaceae;Infirmifilum;Infirmifilum uzonense;;;;
Otu39564	649	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lactis;Corynebacterium lactis RW2-5;;;
Otu39565	50	Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria incertae sedis;Candidatus Kinetoplastibacterium;Candidatus Kinetoplastibacterium oncopeltii;Candidatus Kinetoplastibacterium oncopeltii TCC290E;;;;;
Otu39566	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Twortvirinae;Twortvirus;Staphylococcus virus Twort;;;
Otu39567	2	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;;;;
Otu39568	2754	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;unclassified Thermaerobacter;Thermaerobacter sp. FW80;;
Otu39569	854	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;Nitrosococcus halophilus;Nitrosococcus halophilus Nc 4;;;;
Otu39570	103949	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;;;;;;;
Otu39571	109	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;unclassified Erwinia;Erwinia sp. Ejp617;;;;
Otu39572	107	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus rimovensis;;;;;
Otu39573	549	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas alcaliphila;Pseudomonas alcaliphila JAB1;;;;
Otu39574	47	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Candidatus Pantoea carbekii;;;;;
Otu39575	295	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter;Salicibibacter kimchii;;;;
Otu39576	13	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc kimchii;Leuconostoc kimchii IMSNU 11154;;;
Otu39577	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Gervaisevirus;Ralstonia virus GP4;Ralstonia phage GP4;;;
Otu39578	1	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: Bacteria);Bacillus sp. PAMC26543;;;
Otu39579	1188	Archaea;Euryarchaeota;Stenosarchaea group;;;;;;;;;
Otu39580	220	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium leguminosarum;Rhizobium leguminosarum bv. trifolii;Rhizobium leguminosarum bv. trifolii TA1;;
Otu39581	3869	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;;;;;;
Otu39582	1	Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria incertae sedis;Candidatus Kinetoplastibacterium;Candidatus Kinetoplastibacterium crithidii;Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255);;;;;
Otu39583	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Schitoviridae;Rhodovirinae;Pomeroyivirus;Ruegeria virus V13;Ruegeria phage vB_RpoP-V13;;
Otu39584	753	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. WA1-19;;;
Otu39585	2369	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Micropruina;Micropruina glycogenica;;;;
Otu39586	3943	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coxensis;;;;
Otu39587	458	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;unclassified Legionella;Legionella sp. MW5194;;;;
Otu39588	3	Archaea;Euryarchaeota;Methanomada group;Methanococci;Methanococcales;Methanocaldococcaceae;;;;;;
Otu39589	115	Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Cryptobacterium;Cryptobacterium curtum;Cryptobacterium curtum DSM 15641;;;
Otu39590	307	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacter;;;;;
Otu39591	16	Archaea;TACK group;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga;Caldivirga maquilingensis;Caldivirga maquilingensis IC-167;;;
Otu39592	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cronusvirus;Rhodobacter virus RcCronus;Rhodobacter phage RcCronus;;;
Otu39593	735	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans;;;;
Otu39594	173	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;unclassified Delftia;Delftia sp. Cs1-4;;;;
Otu39595	41	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus paranthracis;;;
Otu39596	115	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mycoides group;;;;
Otu39597	2488	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium insubricum;;;;
Otu39598	1	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Macavirus;Alcelaphine gammaherpesvirus 1;;;
Otu39599	267	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium maltosivorans;;;;
Otu39600	17	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Nardonella;Candidatus Nardonella dryophthoridicola;;;;;;
Otu39601	197	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus carnosus;;;;
Otu39602	2561	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;unclassified Methyloversatilis;Methyloversatilis sp. RAC08;;;;
Otu39603	70	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella ancashensis;;;;;
Otu39604	11	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chitinibacter;;;;;;
Otu39605	13	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;unclassified Timquatrovirus;Mycobacterium phage SirPhilip;;;
Otu39606	1301	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas frederiksbergensis;;;;;
Otu39607	3180	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcales incertae sedis;Luteimicrobium;Luteimicrobium xylanilyticum;;;;
Otu39608	10	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: Bacteria);Bacillus sp. PM8313;;;
Otu39609	2	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Asfuvirales;Asfarviridae;Asfivirus;African swine fever virus;;;;
Otu39610	548	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium lemurum;;;;
Otu39611	1437	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispirillum;Desulfurispirillum indicum;;;;;
Otu39612	66	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis;;;;
Otu39613	4	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Chrysodeixis chalcites nucleopolyhedrovirus;;;;;;;
Otu39614	5	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;unclassified Pseudoalteromonas;Pseudoalteromonas sp. MT33b;;;;
Otu39615	5609	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;;;;;
Otu39616	8424	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;unclassified Bosea;Bosea sp. PAMC 26642;;;;
Otu39617	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides abscessus;Mycobacteroides abscessus subsp. massiliense;;;
Otu39618	4	Viruses;Riboviria;unclassified Riboviria;unclassified RNA viruses ShiM-2016;Jingmen tombus-like virus 2;;;;;;;;
Otu39619	15	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;unclassified Vibrio;Vibrio sp. EJY3;;;;
Otu39620	971	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter chlorophenolicus;Pseudarthrobacter chlorophenolicus A6;;;
Otu39621	3	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori oki828;;;
Otu39622	1075	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Roseibium;Roseibium aggregatum;;;;;
Otu39623	9	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis;Bacillus subtilis subsp. subtilis;Bacillus subtilis subsp. subtilis str. RO-NN-1;
Otu39624	166	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kefirresidentii;;;;
Otu39625	3333	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;;;;;
Otu39626	625	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;unclassified Paenibacillus;Paenibacillus sp. JZ16;;;
Otu39627	1055	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus lutimineralis;;;;
Otu39628	403	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Seonamhaeicola;unclassified Seonamhaeicola;Seonamhaeicola sp. S2-3;;
Otu39629	1053	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;unclassified Halomonas;Halomonas sp. 18071143;;;;
Otu39630	194	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pontibacillus;unclassified Pontibacillus;Pontibacillus sp. ALD_SL1;;;
Otu39631	592	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria incertae sedis;Micavibrio;Micavibrio aeruginosavorus;;;;;;
Otu39632	65	Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium congolense;;;;
Otu39633	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Schitoviridae;Rhodovirinae;Sanyabayvirus;Dinoroseobacter virus DS1410Ws06;Dinoroseobacter phage DS-1410Ws-06;;
Otu39634	9	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;Palaeococcus pacificus;Palaeococcus pacificus DY20341;;;;
Otu39635	2	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;Lambdina fiscellaria nucleopolyhedrovirus;;;;;;;
Otu39636	253	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pradoshia;unclassified Pradoshia;Pradoshia sp. D12;;;
Otu39637	1548	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya;;;;
Otu39638	1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Nyamiviridae;Crustavirus;Beihai crustavirus;Beihai rhabdo-like virus 6;;
Otu39639	27	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Woodruffvirus;unclassified Woodruffvirus;Streptomyces phage phiSAJS1;;;
Otu39640	1605	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix;Calothrix sp. PCC 7507;;;
Otu39641	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;belli group;Rickettsia canadensis;Rickettsia canadensis str. CA410;;
Otu39642	639	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;unclassified Chryseobacterium;Chryseobacterium sp. cx-624;
Otu39643	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vequintavirinae;Mydovirus;Raoultella virus Ro1;Raoultella phage Ro1;;
Otu39644	3145	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium casei;;;;
Otu39645	48	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma turonicum;;;;
Otu39646	338	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia similis;;;;
Otu39647	21	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;;;;;
Otu39648	1419	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;Chitinimonas arctica;;;;;
Otu39649	3452	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces exfoliatus;;;;
Otu39650	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Camvirus;Streptomyces virus phiCAM;Streptomyces phage phiCAM;;
Otu39651	166	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus cecorum;;;;
Otu39652	171	Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium;Aminobacterium colombiense;Aminobacterium colombiense DSM 12261;;;;
Otu39653	5610	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Lentzea;Lentzea guizhouensis;;;;
Otu39654	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Eurybiavirus;unclassified Eurybiavirus;Prochlorococcus phage P-HM1;;;
Otu39655	45	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides;unclassified Myroides;Myroides sp. ZB35;;
Otu39656	248	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella cherrii;;;;;
Otu39657	329	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas xiamenensis;;;;;
Otu39658	54	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella kosoyi;;;;;
Otu39659	2047	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium bovis;;;;
Otu39660	3670	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Rippkaea;Rippkaea orientalis;Rippkaea orientalis PCC 8801;;
Otu39661	404	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;Paraglaciecola mesophila;;;;;
Otu39662	722	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia;Lelliottia amnigena;;;;;
Otu39663	2043	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium herbicidovorans;;;;;
Otu39664	1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Shanbavirus;Shanbavirus A;;;;
Otu39665	11	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia pestis;;;;
Otu39666	25	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;Picrophilus torridus;Picrophilus torridus DSM 9790;;;;
Otu39667	1610	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;unclassified Mycobacterium;Mycobacterium sp. ELW1;;;
Otu39668	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia rhipicephali;;;
Otu39669	2493	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zobellia;Zobellia galactanivorans;;;
Otu39670	62	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;unclassified Lactococcus;Lactococcus sp. KACC 19320;;;
Otu39671	4622	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia abyssalis;;;;
Otu39672	3081	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium psychrotolerans;;;;
Otu39673	4	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Alphaherpesvirinae;Simplexvirus;Human alphaherpesvirus 1;;;
Otu39674	10	Viruses;Riboviria;dsRNA viruses;unclassified dsRNA viruses;Colletotrichum higginsianum non-segmented dsRNA virus 1;;;;;;;;
Otu39675	50	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus;Ferroglobus placidus DSM 10642;;;;
Otu39676	23	Viruses;Naldaviricetes;Nimaviridae;Whispovirus;White spot syndrome virus;;;;;;;;
Otu39677	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. UB-Raua-W9;;;;
