OTU	Elos10	Classification
Otu14502	899	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas zhaodongensis;;;;;
Otu14503	116	Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;unclassified Thermotoga;Thermotoga sp. 2812B;;;;
Otu14504	1285	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;;;;
Otu14505	6695	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Nonomuraea;unclassified Nonomuraea;Nonomuraea sp. ATCC 55076;;;
Otu14506	145	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;[Arcobacter] porcinus;;;;
Otu14507	577	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. S34;;;;
Otu14508	623	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. S35;;;;
Otu14509	4718	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;unclassified Halomonas;Halomonas sp. YLGW01;;;;
Otu14510	452	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Haladaptatus;unclassified Haladaptatus;;;;
Otu14511	1095	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Venatorbacter;Venatorbacter cucullus;;;;;
Otu14512	366	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;;;;;
Otu14513	594	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;Neptunomonas phycophila;;;;;
Otu14514	47095	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina alkanivorans;;;;
Otu14515	1416	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas tohonis;;;;;
Otu14516	17736	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;;;;;;
Otu14517	65	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia australis;Rickettsia australis str. Cutlack;;
Otu14518	757	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium matruchotii;;;;
Otu14519	15	Viruses;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus;;;;;;;;
Otu14520	80	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma diminutum;Spiroplasma diminutum CUAS-1;;;
Otu14521	6	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. T93;;;
Otu14522	1187	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia cepacia;Burkholderia cepacia JBK9;;;
Otu14523	219	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia;unclassified Gordonia;Gordonia sp. JH63;;;
Otu14524	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Queuovirinae;Nonagvirus;Salmonella virus SE1Kor;Salmonella phage SE1 (in:Nonagvirus);;
Otu14525	2810	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium resinovorum;;;;;
Otu14526	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;unclassified Myoviridae;Synechococcus phage S-SSM7;;;;
Otu14527	1430	Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus;Chloroflexus aurantiacus;Chloroflexus aurantiacus J-10-fl;;
Otu14528	200	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus haemolyticus;;;;;
Otu14529	2580	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Halorubraceae;Halobaculum;Halobaculum salinum;;;;
Otu14530	72	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;;;;;;;;
Otu14531	195	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus vallismortis;;;
Otu14532	1406	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella;;;;;
Otu14533	47	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia hibernica;;;;;
Otu14534	3014	Bacteria;PVC group;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Crateriforma;Crateriforma conspicua;;;;
Otu14535	1604	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea vervacti;;;;;
Otu14536	2	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium intracellulare;Mycobacterium intracellulare subsp. intracellulare;Mycobacterium intracellulare subsp. intracellulare MTCC 9506;
Otu14537	23	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. NEB149;;;;
Otu14538	22	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;unclassified Serratia;Serratia sp. SSNIH1;;;;
Otu14539	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Choleraesuis;;;
Otu14540	48	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus fleurettii;;;;
Otu14541	110	Archaea;DPANN group;Candidatus Micrarchaeota;Candidatus Mancarchaeum;Candidatus Mancarchaeum acidiphilum;;;;;;;
Otu14542	853	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. Tue 6075;;;
Otu14543	32	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri;;;;;
Otu14544	33	Archaea;TACK group;Thaumarchaeota;Thaumarchaeota incertae sedis;Candidatus Nitrosotenuis;;;;;;;
Otu14545	115	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae;Pseudomonas syringae group pathovars incertae sedis;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae pv. actinidiae str. Shaanxi_M228
Otu14546	2009	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Myxococcaceae;Corallococcus;Corallococcus coralloides;Corallococcus coralloides DSM 2259;;
Otu14547	1473	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;unclassified Gramella;Gramella sp. MAR_2010_147;;
Otu14548	12	Viruses;unclassified viruses;unclassified DNA viruses;unclassified archaeal dsDNA viruses;Haloviruses;Halovirus HVTV-1;;;;;;;
Otu14549	2	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc kimchii;;;;
Otu14550	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vequintavirinae;unclassified Vequintavirinae;Enterobacteria phage phi92;;;
Otu14551	61	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;;;;;;
Otu14552	152	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus fonticola;;;;
Otu14553	394	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: Bacteria);Bacillus sp. BY2G20;;;
Otu14554	1159	Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata;;;;
Otu14555	3400	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus;Methylosinus trichosporium;Methylosinus trichosporium OB3b;;;;
Otu14556	2215	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces nigra;;;;
Otu14557	1606	Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferrivorans;;;;;
Otu14558	1412	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;unclassified Aquimarina;Aquimarina sp. TRL1;;
Otu14559	4801	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. Hca4;;;
Otu14560	4548	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus communis;;;;;
Otu14561	2017	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. SynAce01;;;
Otu14562	48	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Georgenia;;;;;
Otu14563	4342	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;Halioglobus maricola;;;;;
Otu14564	70	Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis;;;
Otu14565	34	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia;Cobetia marina;;;;;
Otu14566	203	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus durans;;;;
Otu14567	967	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix subterranea;;;;;
Otu14568	450	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseofuscus;;;;
Otu14569	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;unclassified Timquatrovirus;Mycobacterium phage Bryler;;;
Otu14570	266	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. PONIH3;;;;
Otu14571	120	Archaea;TACK group;Thaumarchaeota;Nitrosopumilales;Nitrosopumilaceae;;;;;;;
Otu14572	74	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;unclassified Timquatrovirus;;;;
Otu14573	426	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida;Pseudomonas putida NBRC 14164;;;
Otu14574	544	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter curvus;;;;
Otu14575	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Abbeymikolonvirus;Streptomyces virus AbbeyMikolon;Streptomyces phage AbbeyMikolon;;;
Otu14576	59	Bacteria;Acidobacteria;Blastocatellia;Chloracidobacterium;Chloracidobacterium aggregatum;Chloracidobacterium sp. A;;;;;;
Otu14577	7	Bacteria;Acidobacteria;Blastocatellia;Chloracidobacterium;Chloracidobacterium aggregatum;Chloracidobacterium sp. E;;;;;;
Otu14578	491	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;;;;;;
Otu14579	499	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium amylolyticum;;;;
Otu14580	11	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium avium;Mycobacterium avium subsp. avium;;
Otu14581	1	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Ovine mastadenovirus C;Ovine adenovirus 8;;;
Otu14582	402	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Chryseoglobus;Chryseoglobus indicus;;;;
Otu14583	539	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces israelii;;;;
Otu14584	320	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus paralicheniformis;;;
Otu14585	289	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus universalis;;;;;
Otu14586	860	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. Leaf58;;;;
Otu14587	239	Bacteria;Terrabacteria group;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;;;;;;
Otu14588	8627	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;;;;;
Otu14589	25	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mycoides group;Mycoplasma mycoides;Mycoplasma mycoides subsp. capri;Mycoplasma mycoides subsp. capri LC;Mycoplasma mycoides subsp. capri LC str. 95010
Otu14590	1	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Bat associated circovirus 4;Tadarida brasiliensis circovirus 1;;;
Otu14591	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Sherbrookevirus;Clostridioides virus phiCD481-1;Clostridium phage phiCD481-1;;;
Otu14592	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Markadamsvirinae;Tequintavirus;Phage NBEco002;;;
Otu14593	67	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;;;;
Otu14594	1566	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;;;;;;
Otu14595	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;unclassified Timquatrovirus;Mycobacterium phage Ekdilam;;;
Otu14596	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar California;;;
Otu14597	15	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Entomopoxvirinae;Alphaentomopoxvirus;Anomala cuprea entomopoxvirus;;;
Otu14598	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bakolyvirus;;;;;
Otu14599	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mclasvirinae;Bongovirus;unclassified Bongovirus;Mycobacterium phage PegLeg;;
Otu14600	83	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochlorococcaceae;Prochlorococcus;unclassified Prochlorococcus;;;;
Otu14601	2626	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella silvestris;Methylocella silvestris BL2;;;;
Otu14602	128	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pseudoporcinus;;;;
Otu14603	267	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter butzleri;;;;
Otu14604	136	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pluranimalium;;;;
Otu14605	9256	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium;Draconibacterium halophilum;;;
Otu14606	871	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter reichenbachii;;;
Otu14607	45	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Caenibius;;;;;;
Otu14608	6312	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;;;;;;
Otu14609	399	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri group;Pseudomonas luteola;;;;
Otu14610	1877	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex;Halosimplex rubrum;;;;
Otu14611	935	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus flagellatus;Methylobacillus flagellatus KT;;;;
Otu14612	907	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;;;;
Otu14613	95	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter bereziniae;;;;;
Otu14614	435	Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax;Bacteriovorax stolpii;;;;;
Otu14615	5268	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter;Pseudohalocynthiibacter aestuariivivens;;;;;
Otu14616	708	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. 2hn;;;;
Otu14617	91	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium denitrificans;;;;;
Otu14618	5675	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea gerenzanensis;;;;
Otu14619	191	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. UW4;;;;
Otu14620	12	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae;Pseudomonas syringae UB303;;
Otu14621	282	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;unclassified Sphingorhabdus;;;;;
Otu14622	9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;unclassified Arequatrovirus;Streptomyces phage Paedore;;
Otu14623	10355	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;Desulfobacula toluolica;Desulfobacula toluolica Tol2;;;
Otu14624	624	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 11-1-2;;;
Otu14625	2077	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halarchaeum;unclassified Halarchaeum;Halarchaeum sp. CBA1220;;;
Otu14626	17	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus gonensis;;;;
Otu14627	547	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Rivulariaceae;Microchaete;Microchaete diplosiphon;Fremyella diplosiphon NIES-3275;;;
Otu14628	734	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Lonsdalea;Lonsdalea populi;;;;;
Otu14629	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;unclassified Fromanvirus;Mycobacterium phage 40AC;;;
Otu14630	307	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium profundum;Photobacterium profundum SS9;;;;
Otu14631	8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tulanevirus;;;;;
Otu14632	99	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium cuenoti;Blattabacterium cuenoti STAT;;
Otu14633	714	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Clavibacter;Clavibacter michiganensis;Clavibacter michiganensis subsp. insidiosus;;;
Otu14634	1	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Tomato mottle wrinkle virus;;;;
Otu14635	162	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;;;;;;;
Otu14636	78	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;unclassified Aureimonas;;;;;
Otu14637	4275	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;;;;;;
Otu14638	9	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;unclassified Chordopoxvirinae;BeAn 58058 virus;;;
Otu14639	71	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella forsythia;Tannerella forsythia KS16;;
Otu14640	1663	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla;Vitreoscilla filiformis;;;;;
Otu14641	133	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis gallinacea;;;;
Otu14642	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Langleyhallvirinae;;;;;
Otu14643	129	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloquadratum;Haloquadratum walsbyi;;;;
Otu14644	10	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Mieseafarmvirus;Ralstonia virus RSL1;Ralstonia phage phiRSL1;;;
Otu14645	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Spodoptera picta;;;
Otu14646	193	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter tructae;;;;;
Otu14647	3442	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Plantactinospora;unclassified Plantactinospora;Plantactinospora sp. KBS50;;;
Otu14648	1836	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;unclassified Hydrogenophaga;;;;;
Otu14649	2491	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces asoensis;;;;
Otu14650	1519	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus fascians;;;;
Otu14651	108	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;;;;;
Otu14652	1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Pararubulavirus;Menangle pararubulavirus;Menangle virus;
Otu14653	1549	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium aurum;;;;
Otu14654	7	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium/Pelodictyon group;Pelodictyon;;;
Otu14655	124	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;phagocytophilum group;Anaplasma phagocytophilum;;;;
Otu14656	404	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria mucosa;;;;;
Otu14657	91	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum;Bifidobacterium angulatum DSM 20098 = JCM 7096;;;
Otu14658	137	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;;;;;;
Otu14659	919	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;unclassified Tenacibaculum;Tenacibaculum sp. SZ-18;;
Otu14660	3	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Suipoxvirus;Swinepox virus;;;
