OTU	Elos02	Classification
Otu55149	1597	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter;unclassified Methyloceanibacter;Methyloceanibacter sp. wino2;;;;
Otu55150	137	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Luna cluster;Luna-1 subcluster;Rhodoluna;Candidatus Rhodoluna planktonica;;
Otu55151	184	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;unclassified Vibrio;Vibrio sp. HDW18;;;;
Otu55152	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Kuravirus;Escherichia virus Septima11;Escherichia phage KBNP1711;;;
Otu55153	1365	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides nordii;;;
Otu55154	2481	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga taeniospiralis;;;;;
Otu55155	7	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Yatapoxvirus;Tanapox virus;;;
Otu55156	231	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma laidlawii;;;;
Otu55157	1405	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus donghaensis;;;;
Otu55158	1501	Bacteria;PVC group;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella;Tuwongella immobilis;;;;
Otu55159	1965	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sambongensis;;;;
Otu55160	1018	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea norimbergensis;;;;;
Otu55161	2773	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter;unclassified Arthrobacter;;;;
Otu55162	9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Septimatrevirus;Pseudomonas virus Kakheti25;Pseudomonas phage vB_Pae-Kakheti25;;;
Otu55163	880	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;unclassified Pseudanabaena;Pseudanabaena sp. ABRG5-3;;;
Otu55164	1376	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;unclassified Rhizorhabdus;Rhizorhabdus sp. MK52;;;;
Otu55165	2284	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. P3;;;
Otu55166	6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Predatorvirus;Mycobacterium virus Predator;Mycobacterium phage Predator;;;
Otu55167	35249	Bacteria;PVC group;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera;Sedimentisphaera salicampi;;;;
Otu55168	107	Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;unclassified Methanosarcina;Methanosarcina sp. Kolksee;;;
Otu55169	99	Bacteria;PVC group;Chlamydiae;Chlamydiia;;;;;;;;
Otu55170	3999	Bacteria;PVC group;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria;Stieleria maiorica;;;;
Otu55171	17	Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi;Dehalococcoides mccartyi GY50;;;
Otu55172	2	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum;Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505;;;
Otu55173	2845	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;Marinobacter salinus;;;;;
Otu55174	6989	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;Pseudodesulfovibrio cashew;;;;
Otu55175	1117	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinithalassobacter;Sphingosinithalassobacter tenebrarum;;;;;
Otu55176	18	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Kroppenstedtia;;;;;
Otu55177	210	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;unclassified Psychromonas;Psychromonas sp. CNPT3;;;;
Otu55178	30	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;unclassified Bacteroides;Bacteroides sp. KGMB07931;;
Otu55179	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tevenvirinae;Krischvirus;Escherichia virus JSE;Escherichia phage JSE;;
Otu55180	335	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus planktonicus;;;;;
Otu55181	34607	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Haloterrigena;unclassified Haloterrigena;Haloterrigena sp. YPL8;;;
Otu55182	157197	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloplanus;Haloplanus rubicundus;;;;
Otu55183	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tevenvirinae;Tequatrovirus;Shigella virus Sf24;Shigella phage Sf24;;
Otu55184	302	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. M56;;;
Otu55185	1381	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces cyanogenus;;;;
Otu55186	16	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus cereus;Bacillus cereus FRI-35;;
Otu55187	895	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;Malaciobacter pacificus;;;;
Otu55188	210	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;unclassified Moritella;Moritella sp. 24;;;;
Otu55189	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Demosthenesvirus;Gordonia virus Demosthenes;Gordonia phage Demosthenes;;;
Otu55190	1639	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Frankiales;Frankiaceae;Frankia;Frankia alni;Frankia alni ACN14a;;;
Otu55191	5	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Manchester;Salmonella enterica subsp. enterica serovar Manchester str. ST278;;
Otu55192	28	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;unclassified Moritella;Moritella sp. 28;;;;
Otu55193	2697	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Halothece cluster;Euhalothece;Euhalothece natronophila;Euhalothece natronophila Z-M001;
Otu55194	1566	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Nakamurellales;Nakamurellaceae;Nakamurella;unclassified Nakamurella;Nakamurella sp. PAMC28650;;;
Otu55195	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Bronvirus;unclassified Bronvirus;Mycobacterium phage Tourach;;;
Otu55196	882	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi;;;;
Otu55197	881	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;Nitrosococcus watsonii;Nitrosococcus watsonii C-113;;;;
Otu55198	2406	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sanxanigenens;Sphingomonas sanxanigenens DSM 19645 = NX02;;;;
Otu55199	583	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii;;;;;
Otu55200	1175	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter schmidteae;;;
Otu55201	9	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Alphaherpesvirinae;Simplexvirus;Cercopithecine alphaherpesvirus 2;;;
Otu55202	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans;Corynebacterium ulcerans FRC58;;;
Otu55203	458	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. LG1E9;;;;
Otu55204	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Brandenburg;;;
Otu55205	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Sherbrookevirus;;;;;
Otu55206	455	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;;;;
Otu55207	90	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium hwasookii;Fusobacterium hwasookii ChDC F300;;;;
Otu55208	106	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;unclassified Vibrio;Vibrio sp. B1ASS3;;;;
Otu55209	18	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;Borrelia turicatae;Borrelia turicatae 91E135;;;;
Otu55210	1105	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Thiomonas;;;;;;
Otu55211	2	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus thuringiensis;Bacillus thuringiensis serovar kurstaki;Bacillus thuringiensis serovar kurstaki str. YBT-1520;
Otu55212	473	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;unclassified Listeria;Listeria sp. PSOL-1;;;
Otu55213	2	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Bovine mastadenovirus B;;;;
Otu55214	740	Bacteria;Aquificae;Aquificae;Aquificales;Aquificales genera incertae sedis;Thermosulfidibacter;Thermosulfidibacter takaii;Thermosulfidibacter takaii ABI70S6;;;;
Otu55215	863	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula;unclassified Methylovirgula;Methylovirgula sp. HY1;;;;
Otu55216	576	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Pseudorhizobium;Pseudorhizobium flavum;;;;
Otu55217	3	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Macavirus;Alcelaphine gammaherpesvirus 2;;;
Otu55218	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Privateervirus;Proteus virus Privateer;Proteus phage Privateer;;;
Otu55219	70	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrospira;;;;;;
Otu55220	29	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mycoides group;Mycoplasma capricolum;;;
Otu55221	1770	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ficellus;;;;
Otu55222	13081	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;Haloferax volcanii;Haloferax volcanii DS2;;;
Otu55223	2358	Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter ambystomatis;;;;
Otu55224	28	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis;Parabacteroides distasonis ATCC 8503;;
Otu55225	517	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus teuberi;;;;
Otu55226	24493	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloprofundus;unclassified Haloprofundus;Haloprofundus sp. Gai1-5;;;
Otu55227	1214	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp. 1(2017);;;;
Otu55228	4030	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Xanthobacter;unclassified Xanthobacter;Xanthobacter sp. YN2;;;;
Otu55229	175	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;;;;;;
Otu55230	117	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium marinum;;;;
Otu55231	104	Bacteria;PVC group;Chlamydiae;Chlamydiia;Parachlamydiales;Rhabdochlamydiaceae;Candidatus Rhabdochlamydia;unclassified Candidatus Rhabdochlamydia;Candidatus Rhabdochlamydia sp. W744;;;
Otu55232	30	Archaea;TACK group;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera aggregans;Thermosphaera aggregans DSM 11486;;;
Otu55233	475	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Kaistella;Kaistella carnis;;
Otu55234	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae;Corynebacterium diphtheriae VA01;;;
Otu55235	8	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Alphaherpesvirinae;Iltovirus;Psittacid alphaherpesvirus 1;;;
Otu55236	2756	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Candidatus Desulforudis;Candidatus Desulforudis audaxviator;;;;
Otu55237	293	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vesicularis;;;;;
Otu55238	141	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus;;;;;;
Otu55239	11	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;unclassified Mucilaginibacter;;;
Otu55240	5082	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus denitrificans;;;;;
Otu55241	746	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;;;;;;
Otu55242	8735	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangiaceae;Archangium;Archangium violaceum;;;
Otu55243	4	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyorhinis;Mycoplasma hyorhinis HUB-1;;;
Otu55244	2953	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;;;;;
Otu55245	883	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium heckeshornense;;;;
Otu55246	238	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pullorum;;;;
Otu55247	102	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Aphanizomenonaceae;Dolichospermum;Dolichospermum flos-aquae;Dolichospermum flos-aquae CCAP 1403/13F;;;
Otu55248	109	Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria incertae sedis;Candidatus Profftella;Candidatus Profftella armatura;;;;;;
Otu55249	1821	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;;;;;;
Otu55250	1158	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter secundus;Coprobacter secundus subsp. similis;;
Otu55251	945	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga canimorsus;;;
Otu55252	4	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis T15;;;
Otu55253	439	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;Sulfurimonas denitrificans;Sulfurimonas denitrificans DSM 1251;;;
Otu55254	92	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. endemicum;;;;
Otu55255	1345	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Clostridioides;unclassified Clostridioides;;;;
Otu55256	12	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;Lentilactobacillus buchneri;Lentilactobacillus buchneri NRRL B-30929;;;
Otu55257	2706	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides;;;;;
Otu55258	520	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina abyssalis;;;;;
Otu55259	5401	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;;;;;;
Otu55260	2093	Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Gottschalkiaceae;Gottschalkia;Gottschalkia acidurici;Gottschalkia acidurici 9a;;;
Otu55261	27	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus lactis;;;;
Otu55262	13	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans;Corynebacterium ulcerans 809;;;
Otu55263	14241	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;;;;;;;
Otu55264	2	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group;Vibrio parahaemolyticus;Vibrio parahaemolyticus 10329;;;
Otu55265	1279	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Jatrophihabitantales;Jatrophihabitantaceae;Jatrophihabitans;unclassified Jatrophihabitans;Jatrophihabitans sp. GAS493;;;
Otu55266	705	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lugdunensis;;;;
Otu55267	154	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;Dickeya chrysanthemi;Dickeya chrysanthemi NCPPB 402;;;;
Otu55268	1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Chlorovirus;Paramecium bursaria Chlorella virus A1;Paramecium bursaria Chlorella virus CVA-1;;;
Otu55269	260	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia paralvei;;;;;
Otu55270	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Queuovirinae;Nipunavirus;Pseudomonas virus PaMx25;Pseudomonas phage PaMx25;;
Otu55271	3	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori oki673;;;
Otu55272	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Bridgettevirus;Arthrobacter virus Eileen;Arthrobacter phage Eileen;;;
Otu55273	435	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium inhibens;Carnobacterium inhibens subsp. gilichinskyi;;;
Otu55274	31	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cereibacter;Cereibacter sphaeroides;Cereibacter sphaeroides 2.4.1;;;;
Otu55275	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei;Enterobacter hormaechei subsp. steigerwaltii;;;
Otu55276	826	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus badius;;;;
Otu55277	109	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus gammatolerans;Thermococcus gammatolerans EJ3;;;;
Otu55278	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Thaumasvirus;;;;;
Otu55279	1	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hominis;Mycoplasma hominis ATCC 27545;;;
Otu55280	3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Wilnyevirus;Streptomyces virus BillNye;Streptomyces phage BillNye;;;
Otu55281	23439	Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Haloterrigena;Haloterrigena turkmenica;Haloterrigena turkmenica DSM 5511;;;
Otu55282	1650	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas qingdaonensis;;;;;
Otu55283	15	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus koreensis;;;;
Otu55284	1297	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium;Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1;;;;
Otu55285	12	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae;Corynebacterium diphtheriae INCA 402;;;
Otu55286	765	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea fibrosis;;;;;
Otu55287	1525	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;unclassified Actinomyces;Actinomyces sp. oral taxon 414;;;
Otu55288	1949	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter;unclassified Phreatobacter;Phreatobacter sp. NMCR1094;;;;
Otu55289	909	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;unclassified Acetobacterium;Acetobacterium sp. KB-1;;;
Otu55290	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia;;;;;;
Otu55291	7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Dexdert;;;;
Otu55292	1039	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;;;;;;
Otu55293	403	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas translucens;Xanthomonas translucens pv. translucens;;;;
Otu55294	2103	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia group;Massilia;Massilia flava;;;;
Otu55295	93	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;;;;;;
Otu55296	243	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella cibaria;;;;
Otu55297	276	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Nitrosoglobus;Candidatus Nitrosoglobus terrae;;;;;
Otu55298	1287	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema caldarium;Treponema caldarium DSM 7334;;;;
Otu55299	8	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parasanguinis;Streptococcus parasanguinis FW213;;;
Otu55300	631	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter;unclassified Pseudarthrobacter;;;;
Otu55301	4	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: Bacteria);Bacillus sp. SJ-10;;;
Otu55302	161	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter iguaniorum;;;;
Otu55303	1373	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces fagopyri;;;;
