OTU	Elos01	Classification
Otu62561	29	Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma;Ureaplasma parvum;Ureaplasma parvum serovar 3;;;
Otu62562	2223	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia group;Massilia;unclassified Massilia;Massilia sp. NP310;;;
Otu62563	35	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium tuberculosis;Mycobacterium tuberculosis KZN 605;;
Otu62564	726	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;unclassified Comamonas;Comamonas sp. CJ34;;;;
Otu62565	527	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;Undibacterium parvum;;;;;
Otu62566	6069	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;;;;;;
Otu62567	3098	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces broussonetiae;;;;
Otu62568	449	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;unclassified Microbulbifer;;;;;
Otu62569	2767	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Frondihabitans;unclassified Frondihabitans;Frondihabitans sp. 762G35;;;
Otu62570	575	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. WH 8101;;;
Otu62571	1698	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas silesiensis;;;;;
Otu62572	9	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. WH 8103;;;
Otu62573	1	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori ELS37;;;
Otu62574	10	Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans;Leptospira interrogans serovar Bataviae;;;;
Otu62575	653	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus odorifer;;;;
Otu62576	132	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. XWY-1;;;;
Otu62577	2128	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;;;;;;
Otu62578	91	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. es-MAR-2;;;;
Otu62579	85	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. Cab53;;;;
Otu62580	2225	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;;;;;;
Otu62581	1126	Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;Eggerthella guodeyinii;;;;
Otu62582	450	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella psychrophila;;;;;
Otu62583	4884	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae;Sorangium;Sorangium cellulosum;Sorangium cellulosum So0157-2;;
Otu62584	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia slovaca;;;
Otu62585	17524	Bacteria;Proteobacteria;Alphaproteobacteria;Maricaulales;Maricaulaceae;Marinicauda;Marinicauda algicola;;;;;
Otu62586	3077	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum seropedicae;;;;;
Otu62587	193	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus;;;;
Otu62588	92	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus halichoeri;;;;
Otu62589	49	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Nautilia;;;;;
Otu62590	1771	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;unclassified Sphingopyxis;Sphingopyxis sp. PAMC25046;;;;
Otu62591	694	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. RtIB026;;;;
Otu62592	4	Viruses;unclassified viruses;unclassified DNA viruses;unclassified dsDNA viruses;Pithoviridae;Pithovirus;Pithovirus sibericum;;;;;;
Otu62593	174	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;Eikenella exigua;;;;;
Otu62594	2103	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter marianensis;Thermaerobacter marianensis DSM 12885;;
Otu62595	196	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium marinum;Mycobacterium marinum M;;;
Otu62596	399	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Neokomagataea;Neokomagataea tanensis;;;;;
Otu62597	165	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella;Shewanella sp. FJAT-53749;;;;
Otu62598	556	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;unclassified Sphingopyxis;;;;;
Otu62599	513	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;Salinimonas iocasae;;;;;
Otu62600	2440	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia;Gordonia rubripertincta;;;;
Otu62601	21	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;;;;;
Otu62602	7	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida;Pseudomonas putida SJTE-1;;;
Otu62603	13	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Mclasvirinae;Reyvirus;Mycobacterium virus Rey;Mycobacterium phage Rey;;
Otu62604	1983	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus opacus;Rhodococcus opacus B4;;;
Otu62605	41	Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;;;;;
Otu62606	820	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ethanoligenens;Ethanoligenens harbinense;;;;
Otu62607	1	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Canna yellow mottle associated virus;;;;
Otu62608	647	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria;unclassified Kocuria;Kocuria sp. KD4;;;
Otu62609	2971	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas;unclassified Oceanimonas;Oceanimonas sp. GK1;;;;
Otu62610	7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Tensaw orthobunyavirus;Tensaw virus;;
Otu62611	71	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;unclassified Arequatrovirus;Streptomyces phage Hank144;;
Otu62612	462	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. PAMC 26508;;;
Otu62613	495	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Heliobacteriaceae;Heliorestis;Heliorestis convoluta;;;;
Otu62614	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Elvirus;Pseudomonas virus EL;Pseudomonas phage EL;;;
Otu62615	1510	Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis;;;;
Otu62616	27	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Arquatrovirinae;Arequatrovirus;unclassified Arequatrovirus;Streptomyces phage Thestral;;
Otu62617	413	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Denitrovibrio;Denitrovibrio acetiphilus;Denitrovibrio acetiphilus DSM 12809;;;;
Otu62618	971	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans;;;;
Otu62619	46	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Aphis fabae);;;;
Otu62620	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Krylovirinae;Phikmvvirus;Pseudomonas virus kF77;Pseudomonas phage phikF77;;
Otu62621	8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;unclassified Podoviridae;crAss-like viruses;Cellulophaga phage phi38:1;;;
Otu62622	8371	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Rhizobacter;unclassified Rhizobacter;Rhizobacter sp. AJA081-3;;;;
Otu62623	8773	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;;;;;;;
Otu62624	143	Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Frischella;Frischella perrara;;;;;
Otu62625	103	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;unclassified Variovorax;Variovorax sp. PDNC026;;;;
Otu62626	369	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus cremoris;;;;
Otu62627	43	Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfocapsaceae;Desulfosediminicola;;;;;
Otu62628	1554	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta thermophila;Spirochaeta thermophila DSM 6192;;;;
Otu62629	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Bclasvirinae;unclassified Bclasvirinae;Mycobacterium phage Jolie1;;;
Otu62630	372	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium riegelii;;;;
Otu62631	261	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;Rickettsiales endosymbiont of Stachyamoeba lipophora;;;;;;
Otu62632	7	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;unclassified Delftia;;;;;
Otu62633	75	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. RHB15-C17;;;;
Otu62634	1130	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Rathayibacter;Rathayibacter tritici;;;;
Otu62635	9039	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum lipoferum 4B;;;;
Otu62636	17	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium botulinum;Clostridium botulinum Prevot_594;;;
Otu62637	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pclasvirinae;Bignuzvirus;Mycobacterium virus Bignuz;Mycobacterium phage BigNuz;;
Otu62638	94	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;unclassified Ottowia;;;;;
Otu62639	13	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;unclassified Macrococcus;Macrococcus sp. 19Msa0966;;;
Otu62640	1573	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum psychrotolerans;;;;;
Otu62641	1551	Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;;;;;
Otu62642	2508	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium betae;;;;;
Otu62643	25	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;unclassified Hafnia;Hafnia sp. CBA7124;;;;
Otu62644	943	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;unclassified Hymenobacter;Hymenobacter sp. DG25A;;
Otu62645	116	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola (Diuraphis noxia);;;;
Otu62646	1129	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria chenwenguii;;;;;
Otu62647	677	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter;Thermosediminibacter oceani;Thermosediminibacter oceani DSM 16646;;;
Otu62648	35	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Parapoxvirus;Parapoxvirus of red deer in New Zealand;Parapoxvirus red deer/HL953;;
Otu62649	1	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes;Cutibacterium acnes SK137;;;
Otu62650	5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Tiamoceli;;;;
Otu62651	343	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium endophyticum;;;;
Otu62652	341	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Kaistella;unclassified Kaistella;Kaistella sp. GW4-15;
Otu62653	156	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unclassified Pedobacter;;;
Otu62654	1682	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;unclassified Janthinobacterium;Janthinobacterium sp. 17J80-10;;;;
Otu62655	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Peduovirinae;Bielevirus;Aeromonas virus phiO18P;;;
Otu62656	2477	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Oscillatoriales incertae sedis;Koinonema;unclassified Koinonema;[Phormidium] sp. ETS-05;;
Otu62657	176	Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;Elusimicrobium minutum;Elusimicrobium minutum Pei191;;;;
Otu62658	15	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas axonopodis;Xanthomonas axonopodis pv. commiphoreae;;;;
Otu62659	3177	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;unclassified Cellulomonas;Cellulomonas sp. C5510;;;
Otu62660	378	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus group;Aneurinibacillus;;;;
Otu62661	2138	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter;unclassified Leucobacter;Leucobacter sp. NB 10;;;
Otu62662	119	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax avenae;Acidovorax avenae subsp. avenae;Acidovorax avenae subsp. avenae ATCC 19860;;;
Otu62663	2858	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tritonibacter;Tritonibacter mobilis;;;;;
Otu62664	817	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas thivervalensis;;;;;
Otu62665	19	Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. Tol 5;;;;
Otu62666	79	Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfitobacterium;;;;;
Otu62667	585	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unclassified Enterobacteriaceae;;;;;;
Otu62668	673	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas graminis;;;;;
Otu62669	693	Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena;;;;
Otu62670	2	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Alphaherpesvirinae;Varicellovirus;Cercopithecine alphaherpesvirus 9;;;
Otu62671	5081	Bacteria;Terrabacteria group;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;unclassified Aquihabitans;Aquihabitans sp. G128;;;
Otu62672	1	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: Bacteria);Bacillus sp. LJBS17;;;
Otu62673	2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Ermolyevavirinae;Cetovirus;unclassified Cetovirus;Vibrio phage Pontus;;
Otu62674	11	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;unclassified Fromanvirus;Mycobacterium phage PP;;;
Otu62675	4	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium avium;Mycobacterium avium subsp. paratuberculosis;Mycobacterium avium subsp. paratuberculosis S397;
Otu62676	1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Saclayvirus;unclassified Saclayvirus;Acinetobacter phage vB_AbaM_phiAbaA1;;;
Otu62677	184	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema;Treponema sp. OMZ 838;;;;
Otu62678	196	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Zymomonadaceae;Zymomonas;Zymomonas mobilis;Zymomonas mobilis subsp. pomaceae;Zymomonas mobilis subsp. pomaceae ATCC 29192;;;
Otu62679	2791	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium arabiense;;;;
Otu62680	9994	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pauculus;;;;;
Otu62681	141	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella pseudogrignonensis;;;;
Otu62682	176	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium;Arcanobacterium haemolyticum;;;;
Otu62683	396	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella geestiana;;;;;
Otu62684	712	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;unclassified Halomonas;Halomonas sp. MCCC 1A11059;;;;
Otu62685	4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vequintavirinae;unclassified Vequintavirinae;Escherichia phage muut;;;
Otu62686	10	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Abouovirus;;;;;
Otu62687	6068	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus necator;;;;;
Otu62688	1351	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia;unclassified Gordonia;Gordonia sp. PDNC005;;;
Otu62689	2628	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agromyces;Agromyces protaetiae;;;;
Otu62690	3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa;Pseudomonas aeruginosa YL84;;;
Otu62691	68	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;;;;;;
Otu62692	480	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Melissococcus;Melissococcus plutonius;;;;
Otu62693	1	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella burgdorferi;Borreliella burgdorferi JD1;;;;
Otu62694	775	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. PCC 7502;;;
Otu62695	9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Agricanvirus;;;;;
Otu62696	234	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium avium;Mycobacterium avium subsp. paratuberculosis;;
Otu62697	116	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus heilongjiangensis;;;;
Otu62698	517	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;unclassified Hymenobacter;Hymenobacter sp. HDW8;;
Otu62699	568	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium album;;;
Otu62700	2148	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas arenae;;;;;
Otu62701	1	Archaea;TACK group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;;;;;
Otu62702	25	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;unclassified Enterobacter;Enterobacter sp. SES19;;;;
Otu62703	21	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus spizizenii;Bacillus subtilis subsp. spizizenii TU-B-10;;
Otu62704	415	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;Parashewanella spongiae;;;;;
Otu62705	4255	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Auraticoccus;Auraticoccus monumenti;;;;
Otu62706	732	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacteriaceae incertae sedis;ant, tsetse, mealybug, aphid, etc. endosymbionts;Candidatus Symbiopectobacterium;unclassified Candidatus Symbiopectobacterium;Candidatus Symbiopectobacterium sp. SyEd1;;
Otu62707	13	Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus thermoglucosidasius;Parageobacillus thermoglucosidasius TNO-09.020;;;
Otu62708	93	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;Borrelia hermsii;;;;;
Otu62709	3562	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia yunnanensis;;;;
Otu62710	847	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc;Nostoc sp. PCC 7524;;;
Otu62711	177	Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;unclassified Actinomyces;Actinomyces sp. HMT 175;;;
Otu62712	193	Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;Chryseobacterium nakagawai;;
Otu62713	31537	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;;;;;;
Otu62714	74	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;unclassified Polynucleobacter;Polynucleobacter sp. AP-Elch-400A-B2;;;;
Otu62715	4838	Bacteria;PVC group;Planctomycetes;Planctomycetia;Pirellulales;Lacipirellulaceae;Pirellulimonas;Pirellulimonas nuda;;;;
Otu62716	2340	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga;;;;;;
Otu62717	262	Archaea;TACK group;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Nitrososphaera viennensis;Nitrososphaera viennensis EN76;;;
