Cycle	Pathway	k_number	Detail	Elos10	Elos12	Elos01	Elos02	Elos03	Elos07
Fermentation	Mixed acid: succinate (phosphoenolpyruvate to succinate via oxaloacetate. malate & fumarate)	K00247	frdD; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	3.637321364	0.764479034	6.541165182	1.805606936	10.09540703	21.23264054
Anaplerotic Reaction	Glyoxylate shunt	K01637	aceA; isocitrate lyase	37.32030682	48.88647061	32.54106899	17.28799376	81.64529213	83.13936958
Anaplerotic Reaction	Glyoxylate shunt	K01638	aceB; malate synthase	16.3120034	5.789236323	3.634740926	6.769566139	46.32877367	33.51501753
Anaplerotic Reaction	Glyoxylate shunt	K19282	aceB; bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]	0	6.110899472	8.009140824	2.97581012	4.187885406	3.270465802
Anaplerotic Reaction	Anaplerotic genes	K00029	maeB; malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	42.36515069	49.96143748	62.40940408	50.92494057	68.01947985	55.59785939
Anaplerotic Reaction	Anaplerotic genes	K00027	ME2. sfcA. maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	28.59778413	41.57517772	32.18022631	51.07508258	52.56684337	38.10237976
Anaplerotic Reaction	Anaplerotic genes	K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]						
Anaplerotic Reaction	Anaplerotic genes	K01958	pyruvate carboxylase	15.80715013	7.70795167	9.122218082	12.31149724	42.63818091	31.72386446
Anaplerotic Reaction	Anaplerotic genes	K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]	1.377054598	1.175202775	13.02181524	1.78477042	2.853544444	7.95902521
Anaplerotic Reaction	Anaplerotic genes	K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]	1.082145037	1.580020393	9.92919201	7.244342565	1.812825092	8.318486131
Anaplerotic Reaction	Anaplerotic genes	K01595	ppc; phosphoenolpyruvate carboxylase	153.448603	288.9325894	340.804343	103.8914225	291.6268839	307.0022443
Anaplerotic Reaction	Anaplerotic genes	K01610	pckA; phosphoenolpyruvate carboxykinase (ATP)	109.5704764	200.4265987	74.78541722	104.3058084	144.8615714	121.9942844
Anaplerotic Reaction	Anaplerotic genes	K01596	pckA; phosphoenolpyruvate carboxykinase (GTP)	75.00941089	33.93506376	23.13596736	56.19451899	30.64988744	64.02681247
Anaplerotic Reaction	Anaplerotic genes	K20370	PEPCK; phosphoenolpyruvate carboxykinase (diphosphate)	0.536255093	0	4.79263371	3.1911789	3.804780306	5.83050737
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrate -> nitrite (narGHI or napAB)	K00370	narG. narZ. nxrA; nitrate reductase / nitrite oxidoreductase. alpha subunit [EC:1.7.5.1 1.7.99.-]	4.061450924	11.46753017	11.47938408	8.771561527	5.897312818	4.994218594
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrate -> nitrite (narGHI or napAB)	K00371	narH. narY. nxrB; nitrate reductase / nitrite oxidoreductase. beta subunit [EC:1.7.5.1 1.7.99.-]	10.23944511	32.67517897	19.53331821	13.00577327	7.053030969	9.202043971
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrate -> nitrite (narGHI or napAB)	K00374	narI. narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	6.0050353	13.5041474	7.787837191	5.925695301	1.22945487	3.612491122
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrate -> nitrite (narGHI or napAB)	K02567	napA; nitrate reductase (cytochrome) [EC:1.9.6.1]	6.944200448	4.646335246	2.939912294	1.050320795	0.563077762	8.25734205
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrate -> nitrite (narGHI or napAB)	K02568	napB; nitrate reductase (cytochrome). electron transfer subunit	5.58193334	9.469142816	8.427633889	1.648665162	0.643577145	9.203795628
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrite -> ammonia (nirBD or nrfAH)	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	4.349395639	0.782244278	1.609442416	0.159798479	11.98951147	3.396172361
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrite -> ammonia (nirBD or nrfAH)	K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	5.080675208	20.80935494	5.115651424	2.607751096	15.16964159	4.186866714
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrite -> ammonia (nirBD or nrfAH)	K03385	nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]	42.04034997	26.69257914	9.668663448	30.80530242	6.030295474	12.98685508
Nitrogen metabolism	Dissimilatory nitrate reduction. nitrite -> ammonia (nirBD or nrfAH)	K15876	nrfH; cytochrome c nitrite reductase small subunit	33.2614615	20.71661887	9.108675833	23.49852273	3.805041784	16.01300128
Nitrogen metabolism	Assimilatory nitrate reduction. nitrate -> nitrite (narB or NR or nasAB)	K00367	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	0	1.170644969	2.112609253	0.513780516	5.111668342	1.152088614
Nitrogen metabolism	Assimilatory nitrate reduction. nitrate -> nitrite (narB or NR or nasAB)	K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]						
Nitrogen metabolism	Assimilatory nitrate reduction. nitrate -> nitrite (narB or NR or nasAB)	K00372	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	2.250974449	1.170644969	0.555496988	0	11.30625899	2.858279417
Nitrogen metabolism	Assimilatory nitrate reduction. nitrate -> nitrite (narB or NR or nasAB)	K00360	nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]						
Nitrogen metabolism	Assimilatory nitrate reduction. nitrite -> ammonia (NIT-6 or nirA)	K17877	NIT-6; nitrite reductase (NAD(P)H) [EC:1.7.1.4]						
Nitrogen metabolism	Assimilatory nitrate reduction. nitrite -> ammonia (NIT-6 or nirA)	K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	2.727016852	10.46446249	29.76413589	8.029601314	20.43062266	16.25597208
Nitrogen metabolism	Denitrification. nitrite -> nitric oxide (nirK or nirS) 	K00368	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]	3.248996792	61.24759837	17.14876217	9.607414813	7.23513568	8.630502232
Nitrogen metabolism	Denitrification. nitrite -> nitric oxide (nirK or nirS) 	K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]	3.059104463	7.99811825	1.057815699	1.000842118	1.085380642	1.478637345
Nitrogen metabolism	Denitrification. nitric oxide -> nitrous oxide (norBC) 	K04561	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	17.60143971	41.51148148	65.38176555	23.55934508	26.37574567	43.86865247
Nitrogen metabolism	Denitrification. nitric oxide -> nitrous oxide (norBC) 	K02305	norC; nitric oxide reductase subunit C	3.305145924	9.867668289	2.095641166	0.805719736	1.874455616	3.026485871
Nitrogen metabolism	Denitrification. nitrous oxide -> nitrogen (nosZ) 	K00376	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	2.758881243	36.2336956	11.2981035	4.286818043	5.693597084	11.72550218
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K02588	nifH; nitrogenase iron protein NifH	13.91607291	4.522174302	17.06652352	5.104967802	7.727080325	27.48368577
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K02586	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	11.93714026	2.696142632	16.66716515	5.264884304	11.92408616	25.08002351
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K02591	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	12.51637598	3.137844571	13.50353077	5.371700953	12.26821544	26.82430841
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K22896	vnfD; vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]						
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K22897	vnfK; vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]						
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K22898	vnfG; vanadium nitrogenase delta subunit [EC:1.18.6.2]						
Nitrogen metabolism	Nitrogen fixation. nitrogen -> ammonia (nifKDH or vnfDKGH) 	K22899	vnfH; vanadium nitrogenase iron protein						
Nitrogen metabolism	Nitrification. ammonia -> hydroxylamine (amoABC) 	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]						
Nitrogen metabolism	Nitrification. ammonia -> hydroxylamine (amoABC) 	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B						
Nitrogen metabolism	Nitrification. ammonia -> hydroxylamine (amoABC) 	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C						
Nitrogen metabolism	Nitrification. hydroxylamine -> nitrite (hao) 	K10535	hao; hydroxylamine dehydrogenase [EC:1.7.2.6]	56.9543369	66.6356374	27.82882583	57.37670156	1.676360536	30.30742772
Nitrogen metabolism	Nitrification. nitrite -> nitrate (nxrAB) 	K00370	narG. narZ. nxrA; nitrate reductase / nitrite oxidoreductase. alpha subunit [EC:1.7.5.1 1.7.99.-]	4.061450924	11.46753017	11.47938408	8.771561527	5.897312818	4.994218594
Nitrogen metabolism	Nitrification. nitrite -> nitrate (nxrAB) 	K00371	narH. narY. nxrB; nitrate reductase / nitrite oxidoreductase. beta subunit [EC:1.7.5.1 1.7.99.-]	10.23944511	32.67517897	19.53331821	13.00577327	7.053030969	9.202043971
Nitrogen metabolism	Anammox. nitric oxide + ammonia -> hydrazine (hzs) 	K20932	hydrazine synthase subunit [EC:1.7.2.7]						
Nitrogen metabolism	Anammox. nitric oxide + ammonia -> hydrazine (hzs) 	K20933	hydrazine synthase subunit [EC:1.7.2.7]						
Nitrogen metabolism	Anammox. nitric oxide + ammonia -> hydrazine (hzs) 	K20934	hydrazine synthase subunit [EC:1.7.2.7]						
Nitrogen metabolism	Anammox. hydrazine -> nitrogen (hdh)	K20935	hdh; hydrazine dehydrogenase [EC:1.7.2.8]						
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	0	0.383966962	0	0.308628818	0	0
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K00958	sat. met3; sulfate adenylyltransferase [EC:2.7.7.4]	101.3357769	104.2141948	45.74510367	125.145339	68.57757166	58.18542981
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	17.24140489	26.24187464	23.20261381	17.50899012	40.57439754	59.16285434
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	83.08968929	66.55665196	80.23569532	54.1688733	105.9481675	119.0856296
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	41.8672974	31.613312	27.79658406	26.52725298	76.83129942	67.83573206
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K00860	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	39.54869163	28.31435323	14.90284149	41.81254322	13.05577518	25.81942019
Sulfur metabolism	Assimilatory sulfate reduction. sulfate -> sulfite	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	0	0.383966962	0	0.308628818	0	0
Sulfur metabolism	Assimilatory sulfate reduction. sulfite -> sulfide (cysJI or sir) 	K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	1.346659881	8.741258587	0.970741987	1.063598441	4.458025422	5.356566688
Sulfur metabolism	Assimilatory sulfate reduction. sulfite -> sulfide (cysJI or sir) 	K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	12.81255613	7.261374836	9.144967503	6.796322607	25.66962172	31.65557947
Sulfur metabolism	Assimilatory sulfate reduction. sulfite -> sulfide (cysJI or sir) 	K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	2.610005095	3.524574341	2.660349031	1.095263615	7.669738483	3.206385178
Sulfur metabolism	Dissimilatory sulfate reduction. sulfate -> sulfite (reversible) (sat and aprAB) 	K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	41.8672974	31.613312	27.79658406	26.52725298	76.83129942	67.83573206
Sulfur metabolism	Dissimilatory sulfate reduction. sulfate -> sulfite (reversible) (sat and aprAB) 	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	83.08968929	66.55665196	80.23569532	54.1688733	105.9481675	119.0856296
Sulfur metabolism	Dissimilatory sulfate reduction. sulfate -> sulfite (reversible) (sat and aprAB) 	K00958	sat. met3; sulfate adenylyltransferase [EC:2.7.7.4]	101.3357769	104.2141948	45.74510367	125.145339	68.57757166	58.18542981
Sulfur metabolism	Dissimilatory sulfate reduction. sulfate -> sulfite (reversible) (sat and aprAB) 	K00394	aprA; adenylylsulfate reductase. subunit A [EC:1.8.99.2]	38.49906092	28.27866007	13.16874483	36.91317507	0.152150985	8.059521338
Sulfur metabolism	Dissimilatory sulfate reduction. sulfate -> sulfite (reversible) (sat and aprAB) 	K00395	aprB; adenylylsulfate reductase. subunit B [EC:1.8.99.2]	49.77595192	35.5749643	17.98902784	45.12282126	0.340365783	10.12098844
Sulfur metabolism	Dissimilatory sulfate reduction. sulfite -> sulfide (reversible) (dsrAB) 	K11180	dsrA; dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]	29.06415655	21.11727298	15.90173832	23.31720105	0.093387776	9.543429452
Sulfur metabolism	Dissimilatory sulfate reduction. sulfite -> sulfide (reversible) (dsrAB) 	K11181	dsrB; dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]	24.9541742	17.37547351	14.88869555	22.13731457	0	9.693657232
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17222	soxA; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]	20.90215319	9.966379411	23.1572946	14.15901594	18.15764817	36.00958426
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17223	soxX; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]	21.25501531	13.81061786	25.29940495	15.42530904	20.34357292	38.21281708
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17224	soxB; S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20]	13.44548177	19.0903173	23.07821327	16.27226459	16.34699312	25.2726722
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17225	soxC; sulfane dehydrogenase subunit SoxC	6.202767838	5.669034853	11.72580559	7.890312104	9.377623846	12.22520624
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K22622	soxD; S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	9.01069284	8.281383324	12.30127059	9.661732455	14.08365084	21.26222912
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17226	soxY; sulfur-oxidizing protein SoxY	37.82483805	18.0539553	38.38777961	22.50126423	28.77997752	67.60314283
Sulfur metabolism	Thiosulfate oxidation by SOX complex. thiosulfate -> sulfate	K17227	soxZ; sulfur-oxidizing protein SoxZ	27.63497539	12.42889653	28.41500722	15.48884861	18.46131767	41.03714753
Sulfur metabolism	Alternative thiosulfate oxidation (doxAD) 	K16936	doxA; thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2]						
Sulfur metabolism	Alternative thiosulfate oxidation (doxAD) 	K16937	doxD; thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]	34.33980061	92.73458495	185.6176124	88.21505861	100.6135436	98.85721964
Sulfur metabolism	Alternative thiosulfate oxidation (tsdA) 	K19713	tsdA; thiosulfate dehydrogenase [EC:1.8.2.2]	7.219187446	3.807423063	11.5490249	8.283531596	4.532287332	11.60567858
Sulfur metabolism	Sulfur reduction. sulfur -> sulfide (sreABC) 	K17219	sreA; sulfur reductase molybdopterin subunit						
Sulfur metabolism	Sulfur reduction. sulfur -> sulfide (sreABC) 	K17220	sreB; sulfur reductase FeS subunit						
Sulfur metabolism	Sulfur reduction. sulfur -> sulfide (sreABC) 	K17221	sreC; sulfur reductase membrane anchor						
Sulfur metabolism	Thiosulfate disproportionation. thiosulfate -> sulfide & sulfite (phsABC) 	K08352	phsA; thiosulfate reductase / polysulfide reductase chain A	26.99683856	23.95364331	11.90817503	23.33566637	0.91910539	6.36172743
Sulfur metabolism	Thiosulfate disproportionation. thiosulfate -> sulfide & sulfite (phsABC) 	K08353	phsB; thiosulfate reductase electron transport protein						
Sulfur metabolism	Thiosulfate disproportionation. thiosulfate -> sulfide & sulfite (phsABC) 	K08354	phsC; thiosulfate reductase cytochrome b subunit	60.44432791	32.31398174	39.1556286	43.18723019	17.25638584	41.04556812
Sulfur metabolism	Sulfhydrogenase. (sulfide)n -> (sulfide)n-1 	K17993	hydA; sulfhydrogenase subunit alpha	38.4156555	35.15861844	14.56091129	43.43306245	13.68750761	32.51477802
Sulfur metabolism	Sulfhydrogenase. (sulfide)n -> (sulfide)n-2	K17994	hydD; sulfhydrogenase subunit delta	44.72260034	37.36225875	15.34382843	46.38358603	15.20439802	29.49468659
Sulfur metabolism	Sulfhydrogenase. (sulfide)n -> (sulfide)n-3	K17995	hydG; sulfhydrogenase subunit gamma (sulfur reductase)	37.71533276	40.62372935	13.48724044	61.91324664	0.757319956	1.444473124
Sulfur metabolism	Sulfhydrogenase. (sulfide)n -> (sulfide)n-4	K17996	hydB; sulfhydrogenase subunit beta (sulfur reductase)	65.74945912	54.56525249	19.62163078	79.51909919	13.45695577	32.4475219
Sulfur metabolism	Sulfur disproportionation. sulfur -> sulfide & sulfite 	K16952	sor; sulfur oxygenase/reductase [EC:1.13.11.55]	1.497316031	0.587835758	0.178908414	1.611021025	0	0
Sulfur metabolism	Sulfur dioxygenase 	K17725	ETHE1; sulfur dioxygenase	12.09069477	6.863569016	12.77794181	5.532140514	22.24139169	29.08390824
Sulfur metabolism	Sulfite oxidation. sulfite -> sulfate (sorB. SUOX. soeABC) 	K05301	sorB; sulfite dehydrogenase						
Sulfur metabolism	Sulfite oxidation. sulfite -> sulfate (sorB. SUOX. soeABC) 	K00387	SUOX; sulfite oxidase [EC:1.8.3.1]						
Sulfur metabolism	Sulfite oxidation. sulfite -> sulfate (sorB. SUOX. soeABC) 	K21307	soeA; sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]	11.82353334	8.180353318	13.911163	5.542389784	18.42027461	20.29986845
Sulfur metabolism	Sulfite oxidation. sulfite -> sulfate (sorB. SUOX. soeABC) 	K21308	soeB; sulfite dehydrogenase (quinone) subunit SoeB	10.43633449	6.771166583	11.9827861	4.622273071	16.47388133	17.70961425
Sulfur metabolism	Sulfite oxidation. sulfite -> sulfate (sorB. SUOX. soeABC) 	K21309	soeC; sulfite dehydrogenase (quinone) subunit SoeC	14.69938536	7.480833371	10.81737684	6.122990388	17.7649332	20.43776946
Sulfur metabolism	Sulfide oxidation. sulfide -> sulfur (fccAB)	K17229	fccB; sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	24.70105079	18.26820531	33.84590434	25.5328351	16.60755232	35.96018438
Sulfur metabolism	Sulfide oxidation. sulfide -> sulfur (fccAB)	K17230	fccA; cytochrome subunit of sulfide dehydrogenase	43.87322872	34.92511425	52.45298869	38.59605632	14.85281328	72.29677553
Sulfur metabolism	DMSP biosynthesis. L-Met -> DMSP (DSYB or dsyB or mmtN)	MmtN	Met-methylating enzymes						
Sulfur metabolism	DMSP biosynthesis. L-Met -> DMSP (DSYB or dsyB or mmtN)	DSYB_euka	methylthiohydroxybutryrate						
Sulfur metabolism	DMSP biosynthesis. L-Met -> DMSP (DSYB or dsyB or mmtN)	DsyB_prok	methylthiohydroxybutryrate						
Sulfur metabolism	DMSP demethylation. DMSP -> MMPA (dmdA)	DmdA	DMSP demethylase						
Sulfur metabolism	DMSP demethylation. MMPA -> MeSH (dmdBCD or acuH)	DmdB	MMPA-CoA ligase						
Sulfur metabolism	DMSP demethylation. MMPA -> MeSH (dmdBCD or acuH)	DmdC	MMPA-CoA dehydrogenase						
Sulfur metabolism	DMSP demethylation. MMPA -> MeSH (dmdBCD or acuH)	DmdD	methylthioacryloyl-CoA hydratase						
Sulfur metabolism	DMSP demethylation. MMPA -> MeSH (dmdBCD or acuH)	AcuH	acryloyl-CoA hydratase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	Alma1	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddD	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddK	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddL	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddP	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddQ	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddW	DMSP lyase						
Sulfur metabolism	DMSP cleavage. DMSP -> DMS (ddds or alma1)	DddY	DMSP lyase						
Sulfur metabolism	DMS oxidation. DMS -> MeSH (dmoA)	DmoA	dimethylsulfide monooxgenase						
Sulfur metabolism	DMS oxidation. DMS -> DMSO (ddhABC or tmm)	K16964	ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]						
Sulfur metabolism	DMS oxidation. DMS -> DMSO (ddhABC or tmm)	K16965	ddhB; dimethylsulfide dehydrogenase subunit beta						
Sulfur metabolism	DMS oxidation. DMS -> DMSO (ddhABC or tmm)	K16966	ddhC; dimethylsulfide dehydrogenase subunit gamma						
Sulfur metabolism	DMS oxidation. DMS -> DMSO (ddhABC or tmm)	K18277	tmm; trimethylamine monooxygenase [EC:1.14.13.148]	2.828889803	0	0.2821669	0.855268155	12.47044723	0.961604323
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	K00184	dmsB; dimethyl sulfoxide reductase iron-sulfur subunit	2.376095758	8.415081748	12.01617229	4.931779018	12.14200885	10.21079689
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	K00185	dmsC; dimethyl sulfoxide reductase membrane subunit	0	4.432256191	15.20407087	4.755580635	11.79858803	6.933235598
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	K07306	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]	15.61834981	12.96068753	14.37284385	12.76206275	8.28670524	12.77618427
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	K07307	dmsB; anaerobic dimethyl sulfoxide reductase subunit B	17.88747561	12.29825595	9.664278375	12.0739159	0.519864656	8.078704647
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	K07308	dmsC; anaerobic dimethyl sulfoxide reductase subunit C	7.343626616	9.096795091	1.821898126	7.960576333	0	0.286886638
Sulfur metabolism	DMSO reduction. DMSO -> DMS (dms or dorA)	DorA	Dimethyl sulfoxide/trimethylamine N-oxide reductase						
Sulfur metabolism	MddA pathway. MeSH -> DMS (mddA)	MddA	MeSH S-methyltransferase						
Sulfur metabolism	MeSH oxidation. MeSH -> Formaldehyde (MTO)	MTO	MeSH oxidase						
Sulfur metabolism	Sulfoquinovose degradation (sulfo-EMP pathway) (yihSVTU)	K18479	yihS; sulfoquinovose isomerase [EC:5.3.1.31]	0	0.417537015	0.812538602	0	0	0
Sulfur metabolism	Sulfoquinovose degradation (sulfo-EMP pathway) (yihSVTU)	K18478	yihV; sulfofructose kinase [EC:2.7.1.184]	17.11460311	16.01691069	0.874266662	13.31694496	0	0.946111935
Sulfur metabolism	Sulfoquinovose degradation (sulfo-EMP pathway) (yihSVTU)	K01671	yihT; sulfofructosephosphate aldolase [EC:4.1.2.57]	0	0	0	0.340583686	0	0
Sulfur metabolism	Sulfoquinovose degradation (sulfo-EMP pathway) (yihSVTU)	K08318	yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]	0.506390278	0	0	0.281708726	0	0.670531088
Sulfur metabolism	Sulfoquinovose degradation (sulfo-ED pathway)	SQ_dehydrogenase	SQ dehydrogenase; Sulfoquinovose 1-dehydrogenase [EC:1.1.1.390]						
Sulfur metabolism	Sulfoquinovose degradation (sulfo-ED pathway)	SGL_lactonase	SGL lactonase; 6-deoxy-6-sulfogluconolactonase [EC:3.1.1.99]						
Sulfur metabolism	Sulfoquinovose degradation (sulfo-ED pathway)	SG_dehydratase	SG dehydratase; 6-deoxy-6-sulfo-D-gluconate dehydratase [EC:4.2.1.162]						
Sulfur metabolism	Sulfoquinovose degradation (sulfo-ED pathway)	KDSG_aldolase	KDSG aldolase; 2-dehydro-3.6-dideoxy-6-sulfogluconate aldolase [EC:4.1.2.58]						
Sulfur metabolism	Sulfoquinovose degradation (sulfo-ED pathway)	SLA_dehydrogenase	SLA dehydrogenase; 3-sulfolactaldehyde dehydrogenase [EC:1.2.1.97]						
Sulfur metabolism	Sulfoquinovose degradation (SFT pathway)	K18478	yihV; sulfofructose kinase [EC:2.7.1.184]	17.11460311	16.01691069	0.874266662	13.31694496	0	0.946111935
Sulfur metabolism	Sulfoquinovose degradation (SFT pathway)	SF_transaldolase	SftT; sulfofructose transaldolase; 6-deoxy-6-sulfofructose:D-glyceraldehyde-3-phosphate glyceronetransferase [EC:2.2.1.2]						
Sulfur metabolism	Sulfoquinovose degradation (SFT pathway)	SLA_dehydrogenase	SLA dehydrogenase; 3-sulfolactaldehyde dehydrogenase [EC:1.2.1.97]						
Oxidative phosphorylation	F-type ATPase	K02111	ATPF1A. atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	165.4333525	193.0184807	113.5033273	159.0080327	184.7394191	202.1347957
Oxidative phosphorylation	F-type ATPase	K02112	ATPF1B. atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	150.59994	172.5070734	104.8173167	154.2722987	177.1159756	192.9192421
Oxidative phosphorylation	F-type ATPase	K02113	ATPF1D. atpH; F-type H+-transporting ATPase subunit delta	135.2061311	143.2788041	89.91574366	131.4543667	136.629258	147.7368134
Oxidative phosphorylation	F-type ATPase	K02114	ATPF1E. atpC; F-type H+-transporting ATPase subunit epsilon	82.39416786	87.16647808	76.31911341	86.97922899	105.9733253	110.3670903
Oxidative phosphorylation	F-type ATPase	K02115	ATPF1G. atpG; F-type H+-transporting ATPase subunit gamma	94.97049012	98.35797832	63.40466581	92.7535323	120.0323279	121.6638749
Oxidative phosphorylation	F-type ATPase	K02108	ATPF0A. atpB; F-type H+-transporting ATPase subunit a	164.1784418	184.0483915	102.8002772	155.2014791	189.9133258	189.509795
Oxidative phosphorylation	F-type ATPase	K02109	ATPF0B. atpF; F-type H+-transporting ATPase subunit b	263.1338017	246.9663447	143.2122479	210.2245101	251.4299507	272.8562729
