Cycle	Pathway	k_number	Detail	Elos10	Elos12	Elos01	Elos02	Elos03	Elos07
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K01677	E4.2.1.2AA. fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	20.68636885	17.22581311	16.05023084	51.70055894	1.577553242	1.450652306
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K01678	E4.2.1.2AB. fumB; fumarate hydratase subunit beta [EC:4.2.1.2]	16.26442639	16.05883259	14.99164849	41.75258459	1.030266947	1.331835861
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K00239	sdhA. frdA; succinate dehydrogenase / fumarate reductase. flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	68.60354416	89.75273704	77.92849657	50.06139199	104.8794656	113.5851032
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K00240	sdhB. frdB; succinate dehydrogenase / fumarate reductase. iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	159.9637935	191.1655461	182.1979383	123.5646715	234.8886684	247.8127636
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K00241	sdhC. frdC; succinate dehydrogenase / fumarate reductase. cytochrome b subunit	112.515201	139.0810226	133.5746467	81.16289589	163.7243065	166.9287204
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K18860	sdhD. frdD; putative succinate dehydrogenase / fumarate reductase. subunit D						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	107.6051192	149.1390738	122.3224531	108.6037662	162.7244269	169.0436318
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	78.31073039	109.9899149	67.91083088	82.07982865	124.6270324	138.6513938
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K14467	4hbl; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K18861	K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]						
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	21.9026933	23.37661614	6.840370539	41.39955478	0.908190371	2.768305078
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	6.047023456	33.38275021	58.19743709	22.03136164	32.50426738	27.95023868
Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	K00626	E2.3.1.9. atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	309.9300203	352.4077973	209.1375015	263.5579164	408.3192137	425.9758804
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00844	HK; hexokinase [EC:2.7.1.1]	4.410978464	1.780555621	1.002568956	5.709776639	0	0.393121565
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K12407	GCK; glucokinase [EC:2.7.1.2]						
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00845	glk; glucokinase [EC:2.7.1.2]	49.31512151	39.14254415	23.62243833	48.88076519	38.80852447	47.34592634
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	26.36780083	10.34923794	6.454304428	24.34301319	30.03213402	22.43265978
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K08074	ADPGK; ADP-dependent glucokinase [EC:2.7.1.147]						
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00918	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	0.615611596	4.114582846	17.50212355	6.992877365	7.776452684	4.808969525
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01810	GPI. pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	150.3306999	112.9704531	125.901664	143.0555206	164.2046545	171.0037002
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K06859	pgi1; glucose-6-phosphate isomerase. archaeal [EC:5.3.1.9]	18.30577917	11.43440956	3.173789682	23.44609078	9.090302285	7.926958238
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	1.273006413	29.27472421	6.703807344	4.575044887	9.338024497	10.02831848
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	19.60953747	29.8218761	10.14680314	35.7707691	11.10979312	11.36283614
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00850	pfkA. PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	46.82903447	67.91541331	28.59511375	75.75410604	67.6081955	53.73238038
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K16370	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]	32.81425338	43.09484371	11.95650528	35.57549651	19.05667117	30.80026734
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00918	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	0.615611596	4.114582846	17.50212355	6.992877365	7.776452684	4.808969525
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01623	ALDO; fructose-bisphosphate aldolase. class I [EC:4.1.2.13]	37.12837686	34.63990252	39.88156015	29.65019283	31.38270671	52.57787854
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01624	FBA. fbaA; fructose-bisphosphate aldolase. class II [EC:4.1.2.13]	190.3564059	125.0050594	113.3914079	215.7618758	90.67747931	90.52184888
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K11645	fbaB; fructose-bisphosphate aldolase. class I [EC:4.1.2.13]	68.19194195	80.65281794	84.65754401	81.56152568	112.0739716	89.81576725
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	3.676440437	0	0	2.458845651	0	0
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K16306	K16306; fructose-bisphosphate aldolase / 2-amino-3.7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	15.64611844	24.337227	58.57963293	30.13287147	38.12262369	34.43315036
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01803	TPI. tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	182.8147657	174.7003656	96.35647066	180.6339594	137.688207	157.6130221
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00134	GAPDH. gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	132.1713816	127.9928989	107.2923889	152.6349719	156.2711744	143.2163992
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	4.941214337	25.33517438	67.49094526	16.88769286	38.44439773	33.58792359
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00927	PGK. pgk; phosphoglycerate kinase [EC:2.7.2.3]	237.8092523	257.7863741	229.3315992	261.7943338	231.9840487	228.6729719
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K11389	gapor; glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]	3.554056467	1.253079784	1.966248159	2.918898643	0	0
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01834	PGAM. gpmA; 2.3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	42.1307583	26.36421852	16.43725248	31.65601325	32.83040609	35.145502
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K15633	gpmI; 2.3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	186.7295157	220.4572718	324.1096526	230.7379632	250.0313063	260.5287359
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K15634	gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	10.44272551	11.12778193	7.271168846	13.57143049	7.698340124	5.082771069
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K15635	apgM; 2.3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	142.5575569	138.455241	27.74789085	155.0866208	8.693504245	25.60847094
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K01689	ENO. eno; enolase [EC:4.2.1.11]	285.8687751	318.7388593	299.0775723	308.2005509	300.7105174	305.4357082
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K00873	PK. pyk; pyruvate kinase [EC:2.7.1.40]	288.3750658	302.0220647	369.2316388	280.8411194	371.2240165	359.7202357
Central metabolism	Glycolysis (Embden-Meyerhof pathway). glucose => pyruvate	K12406	PKLR; pyruvate kinase isozymes R/L [EC:2.7.1.40]						
Central metabolism	Entner-Doudoroff pathway. glucose-6P => glyceraldehyde-3P + pyruvate	K00036	G6PD. zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	91.33171957	76.07697015	37.76545654	92.31775192	73.46194658	87.15275907
Central metabolism	Entner-Doudoroff pathway. glucose-6P => glyceraldehyde-3P + pyruvate	K01057	PGLS. pgl. devB; 6-phosphogluconolactonase [EC:3.1.1.31]	66.78268043	82.36967731	32.69376511	74.55353594	70.03528541	72.77446835
Central metabolism	Entner-Doudoroff pathway. glucose-6P => glyceraldehyde-3P + pyruvate	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]	28.01868015	21.03278398	13.9179906	20.59016037	15.70717499	16.23743059
Central metabolism	Entner-Doudoroff pathway. glucose-6P => glyceraldehyde-3P + pyruvate	K01690	edd; phosphogluconate dehydratase [EC:4.2.1.12]	8.614481216	2.065913481	2.664891509	2.85303079	18.82688365	16.6694026
Central metabolism	Entner-Doudoroff pathway. glucose-6P => glyceraldehyde-3P + pyruvate	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	65.15477134	61.29937759	97.57464524	78.67905876	102.7013025	94.85171952
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01596	E4.1.1.32. pckA. PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	75.00941089	33.93506376	23.13596736	56.19451899	30.64988744	64.02681247
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01610	E4.1.1.49. pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	109.5704764	200.4265987	74.78541722	104.3058084	144.8615714	121.9942844
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01689	ENO. eno; enolase [EC:4.2.1.11]	285.8687751	318.7388593	299.0775723	308.2005509	300.7105174	305.4357082
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01834	PGAM. gpmA; 2.3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	42.1307583	26.36421852	16.43725248	31.65601325	32.83040609	35.145502
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K15633	gpmI; 2.3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	186.7295157	220.4572718	324.1096526	230.7379632	250.0313063	260.5287359
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K15634	gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	10.44272551	11.12778193	7.271168846	13.57143049	7.698340124	5.082771069
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K15635	apgM; 2.3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	142.5575569	138.455241	27.74789085	155.0866208	8.693504245	25.60847094
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K00927	PGK. pgk; phosphoglycerate kinase [EC:2.7.2.3]	237.8092523	257.7863741	229.3315992	261.7943338	231.9840487	228.6729719
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K00134	GAPDH. gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	132.1713816	127.9928989	107.2923889	152.6349719	156.2711744	143.2163992
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	4.941214337	25.33517438	67.49094526	16.88769286	38.44439773	33.58792359
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01803	TPI. tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	182.8147657	174.7003656	96.35647066	180.6339594	137.688207	157.6130221
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01623	ALDO; fructose-bisphosphate aldolase. class I [EC:4.1.2.13]	37.12837686	34.63990252	39.88156015	29.65019283	31.38270671	52.57787854
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01624	FBA. fbaA; fructose-bisphosphate aldolase. class II [EC:4.1.2.13]	190.3564059	125.0050594	113.3914079	215.7618758	90.67747931	90.52184888
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K11645	fbaB; fructose-bisphosphate aldolase. class I [EC:4.1.2.13]	68.19194195	80.65281794	84.65754401	81.56152568	112.0739716	89.81576725
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K03841	FBP. fbp; fructose-1.6-bisphosphatase I [EC:3.1.3.11]	49.46804365	108.5743092	105.7200419	53.69612205	113.1099062	89.63973463
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K02446	glpX; fructose-1.6-bisphosphatase II [EC:3.1.3.11]	7.64258217	11.78849021	14.67531394	36.23920176	7.014023855	2.719776086
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K11532	glpX-SEBP; fructose-1.6-bisphosphatase II / sedoheptulose-1.7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	10.6408972	3.025460029	14.84704661	2.708186427	18.51358193	27.23208307
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01086	fbp-SEBP; fructose-1.6-bisphosphatase I / sedoheptulose-1.7-bisphosphatase [EC:3.1.3.11 3.1.3.37]						
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K04041	fbp3; fructose-1.6-bisphosphatase III [EC:3.1.3.11]	2.826767267	1.801737153	8.540308802	17.69279833	4.438392244	1.691859603
Central metabolism	Gluconeogenesis. oxaloacetate => fructose-6P	K01622	K01622; fructose 1.6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	9.962531724	19.80115594	3.374090145	21.32426397	0.538239612	0.877315464
Central metabolism	TCA cycle	K01647	CS. gltA; citrate synthase [EC:2.3.3.1]	104.355572	124.3801601	115.6349694	88.64852412	160.469215	164.3949833
Central metabolism	TCA cycle	K05942	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]	16.01529627	7.649276456	3.785777827	16.2104444	0	0.772879588
Central metabolism	TCA cycle	K01681	ACO. acnA; aconitate hydratase [EC:4.2.1.3]	41.14979529	39.61269309	28.50536974	21.31790411	60.71698349	85.15716967
Central metabolism	TCA cycle	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	7.726821969	2.986637331	12.19686584	12.08117971	11.13285679	6.018631763
Central metabolism	TCA cycle	K00031	IDH1. IDH2. icd; isocitrate dehydrogenase [EC:1.1.1.42]	93.0267213	111.770658	111.7741342	91.15060125	150.729069	167.1147791
Central metabolism	TCA cycle	K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	15.84040515	48.69334147	11.00852383	16.54264842	14.29915095	18.97481803
Central metabolism	TCA cycle	K00164	OGDH. sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	29.79582257	32.25601239	24.38403007	18.70608657	78.09031915	78.85612224
Central metabolism	TCA cycle	K00658	DLST. sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	52.13406906	27.39509902	19.45136659	28.81624402	92.73655385	100.3055061
Central metabolism	TCA cycle	K00382	DLD. lpd. pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	175.5571677	164.1458857	173.3521058	166.6805672	261.1076459	266.8170952
Central metabolism	TCA cycle	K00174	korA. oorA. oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	209.7452436	290.732697	218.7134581	364.1669841	132.5698989	172.4244559
Central metabolism	TCA cycle	K00175	korB. oorB. oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	190.5680477	253.720372	192.8074556	322.7942662	110.9295261	139.9776706
Central metabolism	TCA cycle	K00177	korC. oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	105.4786571	104.6621558	40.67625846	178.4670583	14.30278705	23.4856287
Central metabolism	TCA cycle	K00176	korD. oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	100.8809101	102.8953949	28.96211183	142.9720619	8.934430271	19.33352655
Central metabolism	TCA cycle	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	107.6051192	149.1390738	122.3224531	108.6037662	162.7244269	169.0436318
Central metabolism	TCA cycle	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	78.31073039	109.9899149	67.91083088	82.07982865	124.6270324	138.6513938
Central metabolism	TCA cycle	K01899	LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	0	0	0	0	0.105652646	0.137235502
Central metabolism	TCA cycle	K01900	LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]	0.328073822	0	0	0	1.370440533	0.902186227
Central metabolism	TCA cycle	K18118	aarC. cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	3.516685193	1.727637637	1.497674887	5.092014721	0.321955069	0.607751864
Central metabolism	TCA cycle	K00234	SDHA. SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0.989277494	1.048425159	1.146928249	1.576619852	0.185537445	0.108014232
Central metabolism	TCA cycle	K00235	SDHB. SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]						
Central metabolism	TCA cycle	K00236	SDHC. SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	0	0	0	0	0.178906638	0.226546304
Central metabolism	TCA cycle	K00237	SDHD. SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit						
Central metabolism	TCA cycle	K00239	sdhA. frdA; succinate dehydrogenase / fumarate reductase. flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	68.60354416	89.75273704	77.92849657	50.06139199	104.8794656	113.5851032
Central metabolism	TCA cycle	K00240	sdhB. frdB; succinate dehydrogenase / fumarate reductase. iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	159.9637935	191.1655461	182.1979383	123.5646715	234.8886684	247.8127636
Central metabolism	TCA cycle	K00241	sdhC. frdC; succinate dehydrogenase / fumarate reductase. cytochrome b subunit	112.515201	139.0810226	133.5746467	81.16289589	163.7243065	166.9287204
Central metabolism	TCA cycle	K00242	sdhD. frdD; succinate dehydrogenase / fumarate reductase. membrane anchor subunit	28.98589205	119.0365217	92.41881891	25.67606469	102.4966526	111.8062216
Central metabolism	TCA cycle	K18859	sdhD. frdD; succinate dehydrogenase / fumarate reductase. subunit D						
Central metabolism	TCA cycle	K18860	sdhD. frdD; putative succinate dehydrogenase / fumarate reductase. subunit D						
Central metabolism	TCA cycle	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	2.66181547	0.605457623	0.800779641	2.608381449	0.129840454	0.387562474
Central metabolism	TCA cycle	K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	8.305592193	3.295707918	4.936474498	4.242966942	3.847441404	12.60993486
Central metabolism	TCA cycle	K00246	frdC; fumarate reductase subunit C	15.47501275	6.649575437	9.180664744	8.053865877	8.569195051	24.95413922
Central metabolism	TCA cycle	K00247	frdD; fumarate reductase subunit D	3.637321364	0.764479034	6.541165182	1.805606936	10.09540703	21.23264054
Central metabolism	TCA cycle	K01676	E4.2.1.2A. fumA. fumB; fumarate hydratase. class I [EC:4.2.1.2]	36.45387001	16.62318999	10.98375594	23.29211301	3.462266831	15.60687559
Central metabolism	TCA cycle	K01679	E4.2.1.2B. fumC. FH; fumarate hydratase. class II [EC:4.2.1.2]	69.91919159	89.80665317	74.10947884	63.69831212	121.7016554	114.2703604
Central metabolism	TCA cycle	K01677	E4.2.1.2AA. fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	20.68636885	17.22581311	16.05023084	51.70055894	1.577553242	1.450652306
Central metabolism	TCA cycle	K01678	E4.2.1.2AB. fumB; fumarate hydratase subunit beta [EC:4.2.1.2]	16.26442639	16.05883259	14.99164849	41.75258459	1.030266947	1.331835861
Central metabolism	TCA cycle	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]						
Central metabolism	TCA cycle	K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]						
Central metabolism	TCA cycle	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	76.95201451	76.23153577	31.75291125	45.53309247	108.7254297	107.2028061
Central metabolism	TCA cycle	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	8.546920159	3.198011481	45.72722635	6.560262159	31.72419662	34.75687511
Methane metabolism	Methanogenesis. methanol => methane	K14080	mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	1.193283956	0.883434207	1.271004724	4.903635774	0	0
Methane metabolism	Methanogenesis. methanol => methane	K04480	mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0.908097074	0.647997153	0.496285531	2.008787105	0	0
Methane metabolism	Methanogenesis. methanol => methane	K14081	mtaC; methanol corrinoid protein	0.795400653	0.40378639	0.720111322	2.212358898	0	0.098687202
Methane metabolism	Methanogenesis. methanol => methane	K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0.130000893	0	0.910473655	0	0
Methane metabolism	Methanogenesis. methanol => methane	K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.121394428	0	0.194346911	0.846716814	0	0
Methane metabolism	Methanogenesis. methanol => methane	K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0.273443048	1.010933128	0	0
Methane metabolism	Methanogenesis. methanol => methane	K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0	0	0	0.609014766	0	0
Methane metabolism	Methanogenesis. methanol => methane	K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0	0	0	0.565270959	0	0
Methane metabolism	Methanogenesis. methanol => methane	K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0	0	0	0.58604578	0	0
Methane metabolism	Methanogenesis. methanol => methane	K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.5815065	71.86573864	32.94187732	181.4755663	0	5.946999464
Methane metabolism	Methanogenesis. methanol => methane	K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820414	37.05557873	7.949755297	64.21074073	2.354533195	6.315907878
Methane metabolism	Methanogenesis. methanol => methane	K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.56499906	64.94596219	18.83071385	115.886681	3.187411276	6.751511566
Methane metabolism	Methanogenesis. methanol => methane	K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468	61.5905754	13.12891992	111.8754238	40.74929709	28.09784589
Methane metabolism	Methanogenesis. methanol => methane	K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.081707394	0	0.132191084	0.696582852	0	0
Methane metabolism	Methanogenesis. methanol => methane	K14126	mvhA. vhuA. vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	11.42505866	20.1120298	6.902554143	40.95211153	0	1.610276234
Methane metabolism	Methanogenesis. methanol => methane	K14128	mvhG. vhuG. vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	23.46978661	30.3834183	8.269202731	58.60558926	0	1.857453383
Methane metabolism	Methanogenesis. methanol => methane	K14127	mvhD. vhuD. vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	71.04319597	70.08207003	14.22036254	132.2927226	0.168865446	2.968967542
Methane metabolism	Methanogenesis. methanol => methane	K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438547	15.78273648	11.21091313	20.60298201	8.481584368	2.445800759
Methane metabolism	Methanogenesis. methanol => methane	K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724997	25.11856138	14.5235178	68.35421921	0.105681699	2.70311856
Methane metabolism	Methanogenesis. acetate => methane	K00925	ackA; acetate kinase [EC:2.7.2.1]	172.6038973	100.7265655	79.78648081	148.9422547	114.283416	138.0726914
Methane metabolism	Methanogenesis. acetate => methane	K00625	E2.3.1.8. pta; phosphate acetyltransferase [EC:2.3.1.8]	41.21721582	15.37766243	23.7427686	37.07912418	21.45394815	43.17227309
Methane metabolism	Methanogenesis. acetate => methane	K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]	18.91544474	9.633215589	4.250851188	7.408792244	7.515886775	14.25385199
Methane metabolism	Methanogenesis. acetate => methane	K01895	ACSS1_2. acs; acetyl-CoA synthetase [EC:6.2.1.1]	85.11235789	111.7662877	102.2322602	98.11020135	145.9641559	139.5674097
Methane metabolism	Methanogenesis. acetate => methane	K00193	cdhC; acetyl-CoA decarbonylase/synthase. CODH/ACS complex subunit beta [EC:2.3.1.169]	2.239664991	2.029484114	0	3.649305962	0	0
Methane metabolism	Methanogenesis. acetate => methane	K00197	cdhE. acsC; acetyl-CoA decarbonylase/synthase. CODH/ACS complex subunit gamma [EC:2.1.1.245]	21.91582961	26.58565404	5.863486115	38.43316509	0	1.818379784
