accession	ncbi_organism_name	ncbi_taxonomy	gtdb_taxonomy	gtdb_species_representative	ncbi_type_material
GCA_001303465.1	Phycisphaerae bacterium SG8_4	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__SG8-4; s__SG8-4 sp001303465	True	False
GCA_001303585.1	Betaproteobacteria bacterium SG8_41	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__SG8-41; s__SG8-41 sp001303585	True	False
GCA_001304425.1	Betaproteobacteria bacterium SG8_40	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-40; g__SG8-40; s__SG8-40 sp001304425	True	False
GCA_001464815.1	Betaproteobacteria bacterium Ga0077527	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__Ga0077527; s__Ga0077527 sp001464815	True	False
GCA_001603075.1	Phycisphaerales bacterium Planc_01	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__PLanc-01; s__PLanc-01 sp001603075	True	False
GCA_001770325.1	Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__DSOT01; s__DSOT01 sp001770325	True	False
GCA_001771935.1	Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__SG8-41; s__SG8-41 sp001771935	True	False
GCA_001771985.1	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__DSOT01; s__DSOT01 sp001771985	True	False
GCA_001772005.1	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__DSOT01; s__DSOT01 sp001772005	True	False
GCA_001824645.1	Planctomycetes bacterium RBG_13_46_10	d__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__RBG-13-46-10; s__RBG-13-46-10 sp001824645	True	False
GCA_002327785.1	Phycisphaerales bacterium UBA2218	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__PLanc-01; s__PLanc-01 sp002327785	True	False
GCA_002347125.1	Phycisphaerales bacterium UBA2266	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__UBA2266; s__UBA2266 sp002347125	True	False
GCA_002412495.1	Betaproteobacteria bacterium UBA5216	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__UBA5216; s__UBA5216 sp002412495	True	False
GCA_003141275.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1362; s__Fen-1362 sp003141275	True	False
GCA_003141315.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1359; s__Fen-1359 sp003141315	True	False
GCA_003141735.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1359; s__Fen-1359 sp003141315	False	False
GCA_003142315.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1359; s__Fen-1359 sp003141315	False	False
GCA_003152775.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1362; s__Fen-1362 sp003170415	False	False
GCA_003153455.1	Betaproteobacteria bacterium	d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__PALSA-1004; s__PALSA-1004 sp003153455	True	False
GCA_003170415.1	Phycisphaerales bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__Fen-1362; s__Fen-1362 sp003170415	True	False
GCA_003553245.1	Phycisphaerae bacterium	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__T1Sed10-97; s__T1Sed10-97 sp003553245	True	False
GCA_003644295.1	Planctomycetes bacterium	d__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__SG8-4; g__B140-G9; s__B140-G9 sp003644295	True	False
